Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2114,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-162,2003,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2115,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-244,1996,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2116,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-291,2003,2.0,0,6,2,33.3,3.00,1.00,0.00,0.00,15.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
2117,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-048,1991,4.7,0,1,0,0.0,0.21,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2118,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19-348,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2119,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-240,2000,8.9,0,3,0,0.0,0.34,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2120,Nicolas Seiwald,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23-271,2001,11.3,0,2,0,0.0,0.18,0.00,0.00,,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2121,Hiroki Sekine,jp JPN,FW,Reims,fr Ligue 1,22-172,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2122,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32-339,1992,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2123,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-075,1993,17.9,0,9,4,44.4,0.50,0.22,0.00,0.00,25.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2124,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-023,2000,21.4,7,85,26,30.6,3.97,1.21,0.08,0.27,16.6,0,0,0,6.8,6.8,0.08,+0.2,+0.2,Matches
2125,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-002,2001,2.5,0,1,0,0.0,0.40,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2126,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-265,1997,10.2,0,2,0,0.0,0.20,0.00,0.00,,6.0,0,0,0,0.8,0.8,0.40,-0.8,-0.8,Matches
2127,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-178,1995,1.4,0,1,0,0.0,0.73,0.00,0.00,,24.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2128,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-294,1997,9.9,1,22,5,22.7,2.22,0.50,0.05,0.20,19.5,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
2129,Sergi,es ESP,DF,Leganés,es La Liga,32-285,1992,20.5,2,6,3,50.0,0.29,0.15,0.33,0.67,9.0,0,0,0,0.9,0.9,0.15,+1.1,+1.1,Matches
2130,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21-331,2003,1.2,0,5,1,20.0,4.02,0.80,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2131,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-244,2003,14.2,8,32,18,56.3,2.25,1.27,0.25,0.44,15.9,0,0,0,4.8,4.8,0.15,+3.2,+3.2,Matches
2132,Ryan Sessegnon,eng ENG,MF,Fulham,eng Premier League,24-257,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2133,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-095,1992,8.7,3,20,9,45.0,2.30,1.03,0.15,0.33,18.5,1,0,0,1.8,1.8,0.09,+1.2,+1.2,Matches
2134,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-202,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2135,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-046,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2136,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29-215,1995,2.1,1,8,6,75.0,3.85,2.89,0.13,0.17,10.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
2137,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-185,1992,12.1,0,3,0,0.0,0.25,0.00,0.00,,7.7,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
2138,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21-348,2003,7.4,2,24,7,29.2,3.26,0.95,0.08,0.29,16.2,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
2139,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-114,1995,13.7,1,8,0,0.0,0.58,0.00,0.00,,24.0,0,1,1,1.2,0.4,0.05,-0.2,-0.4,Matches
2140,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24-327,2000,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2141,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-205,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2142,Kiliann Sildillia,fr FRA,"DF,FW",Freiburg,de Bundesliga,22-259,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2143,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-085,1995,1.5,1,7,2,28.6,4.77,1.36,0.00,0.00,21.1,1,1,1,1.3,0.5,0.07,-0.3,-0.5,Matches
2144,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-173,1994,20.3,2,25,9,36.0,1.23,0.44,0.08,0.22,12.5,0,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches
2145,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-183,1997,8.2,0,2,1,50.0,0.24,0.12,0.00,0.00,17.2,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2146,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-195,2002,13.4,6,33,15,45.5,2.47,1.12,0.15,0.33,14.5,0,1,2,5.7,4.1,0.13,+0.3,+0.9,Matches
2147,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-182,1999,7.7,0,13,2,15.4,1.70,0.26,0.00,0.00,14.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
2148,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18-272,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2149,Rui Silva,pt POR,GK,Betis,es La Liga,30-358,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2150,Abdallah Sima,sn SEN,FW,Brest,fr Ligue 1,23-227,2001,6.3,3,19,10,52.6,3.03,1.59,0.16,0.30,13.7,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
2151,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-272,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2152,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-209,1995,3.3,1,11,2,18.2,3.31,0.60,0.09,0.50,16.0,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
2153,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,22-043,2002,8.8,1,6,4,66.7,0.68,0.45,0.17,0.25,12.9,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
2154,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-202,1995,15.9,5,29,12,41.4,1.83,0.76,0.10,0.25,19.6,1,2,2,3.5,1.9,0.07,+1.5,+1.1,Matches
2155,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-233,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2156,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-284,2003,10.3,4,20,9,45.0,1.95,0.88,0.20,0.44,17.3,0,0,0,2.1,2.1,0.10,+1.9,+1.9,Matches
2157,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-087,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2158,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27-300,1997,4.4,1,14,5,35.7,3.20,1.14,0.07,0.20,23.1,1,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
2159,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-053,1999,15.1,2,28,8,28.6,1.86,0.53,0.04,0.13,18.1,0,1,1,2.8,2.0,0.07,-0.8,-1.0,Matches
2160,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-036,2000,13.2,1,9,3,33.3,0.68,0.23,0.11,0.33,10.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
2161,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-227,1999,2.3,1,12,6,50.0,5.19,2.60,0.08,0.17,15.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
2162,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-210,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2163,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-145,1995,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2164,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-064,1995,8.9,3,21,4,19.0,2.36,0.45,0.10,0.50,14.6,0,1,1,4.3,3.5,0.17,-1.3,-1.5,Matches
2165,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-095,1997,16.9,1,13,3,23.1,0.77,0.18,0.08,0.33,20.2,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2166,Niama Sissoko,ml MLI,FW,Reims,fr Ligue 1,19-045,2005,0.2,0,2,0,0.0,10.00,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
2167,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-172,1996,17.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2168,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-145,1996,6.9,0,15,5,33.3,2.18,0.73,0.00,0.00,17.5,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
2169,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-265,1995,14.0,0,8,0,0.0,0.57,0.00,0.00,,19.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
2170,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-136,2000,8.5,0,3,1,33.3,0.35,0.12,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2171,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-063,1999,13.6,1,6,2,33.3,0.44,0.15,0.17,0.50,8.8,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
2172,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-270,1991,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2173,Andreas Skov Olsen,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,25-032,1999,0.5,0,2,0,0.0,4.00,0.00,0.00,,15.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2174,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-255,1996,7.3,2,12,4,33.3,1.65,0.55,0.08,0.25,23.3,2,1,1,1.6,0.8,0.07,+0.4,+0.2,Matches
2175,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29-354,1995,4.2,0,3,0,0.0,0.71,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2176,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-073,1992,6.3,1,13,6,46.2,2.05,0.95,0.08,0.17,19.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
2177,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-268,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2178,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24-344,2000,3.2,0,4,0,0.0,1.26,0.00,0.00,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2179,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-276,1991,11.5,0,1,0,0.0,0.09,0.00,0.00,,10.2,0,0,0,0.6,0.6,0.60,-0.6,-0.6,Matches
2180,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-022,1997,16.4,1,12,5,41.7,0.73,0.30,0.08,0.20,25.5,5,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2181,Justin Smith,ca CAN,MF,Espanyol,es La Liga,21-361,2003,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2182,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-186,2000,15.1,4,24,5,20.8,1.58,0.33,0.17,0.80,14.8,0,0,0,3.3,3.3,0.14,+0.7,+0.7,Matches
2183,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-285,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2184,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-294,2001,19.8,3,22,7,31.8,1.11,0.35,0.14,0.43,20.0,0,0,0,2.1,2.1,0.10,+0.9,+0.9,Matches
2185,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-235,1999,11.3,0,15,2,13.3,1.33,0.18,0.00,0.00,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2186,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-138,1997,17.8,7,46,19,41.3,2.59,1.07,0.15,0.37,12.3,0,0,0,8.5,8.5,0.19,-1.5,-1.5,Matches
2187,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-145,1998,6.6,0,3,3,100.0,0.46,0.46,0.00,0.00,11.0,0,0,0,0.8,0.8,0.25,-0.8,-0.8,Matches
2188,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-028,1997,10.2,1,19,5,26.3,1.87,0.49,0.05,0.20,19.7,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
2189,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24-358,2000,2.7,0,1,0,0.0,0.37,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2190,Jhon Solis,co COL,MF,Girona,es La Liga,20-119,2004,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,15.5,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
2191,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-044,1988,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2192,David Soria,es ESP,GK,Getafe,es La Liga,31-301,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2193,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-160,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2194,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-009,1998,10.5,0,3,1,33.3,0.29,0.10,0.00,0.00,23.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2195,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-152,1999,2.7,1,10,5,50.0,3.73,1.87,0.10,0.20,18.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
2196,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-042,2003,8.0,0,3,0,0.0,0.38,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2197,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-097,1990,11.5,0,29,11,37.9,2.53,0.96,0.00,0.00,14.4,0,0,0,3.3,3.3,0.11,-3.3,-3.3,Matches
2198,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-241,1999,9.3,1,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches
2199,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29-338,1995,17.9,5,37,9,24.3,2.06,0.50,0.14,0.56,11.4,0,0,0,3.6,3.6,0.10,+1.4,+1.4,Matches
2200,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-290,2003,6.1,1,15,5,33.3,2.45,0.82,0.07,0.20,20.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
2201,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25-338,1999,12.3,0,5,0,0.0,0.41,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2202,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-112,2000,8.0,0,11,5,45.5,1.37,0.62,0.00,0.00,16.6,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
2203,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27-359,1997,11.1,1,13,4,30.8,1.17,0.36,0.08,0.25,18.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
2204,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-210,2002,11.3,0,4,1,25.0,0.35,0.09,0.00,0.00,10.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2205,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-210,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2206,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-174,2000,6.6,0,3,0,0.0,0.46,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2207,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31-311,1993,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,17.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2208,Anton Stach,de GER,"DF,MF",Hoffenheim,de Bundesliga,26-076,1998,17.0,0,16,7,43.8,0.94,0.41,0.00,0.00,19.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
2209,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-083,1996,13.4,7,24,8,33.3,1.79,0.60,0.29,0.88,13.0,0,0,0,4.1,4.1,0.17,+2.9,+2.9,Matches
2210,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-303,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2211,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22-340,2002,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2212,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-067,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2213,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-243,1995,17.1,1,4,1,25.0,0.23,0.06,0.25,1.00,12.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
2214,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-291,1995,11.9,0,6,2,33.3,0.50,0.17,0.00,0.00,13.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2215,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-063,2004,9.9,3,17,5,29.4,1.72,0.51,0.18,0.60,14.4,0,0,0,3.1,3.1,0.18,-0.1,-0.1,Matches
2216,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-165,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2217,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-154,2004,5.3,2,13,5,38.5,2.46,0.95,0.15,0.40,13.1,0,0,0,3.5,3.5,0.27,-1.5,-1.5,Matches
2218,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-316,1996,1.5,0,3,0,0.0,2.06,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2219,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-003,1994,8.8,0,2,0,0.0,0.23,0.00,0.00,,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
2220,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22-333,2002,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2221,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-053,1994,2.4,0,7,0,0.0,2.90,0.00,0.00,,12.6,1,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
2222,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-247,2007,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2223,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-295,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2224,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,28-203,1996,1.5,0,2,0,0.0,1.36,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2225,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-301,2001,18.3,0,8,1,12.5,0.44,0.05,0.00,0.00,22.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2226,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,31-156,1993,10.1,2,15,3,20.0,1.48,0.30,0.07,0.33,24.5,4,1,1,2.1,1.4,0.09,-0.1,-0.4,Matches
2227,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-086,1993,7.8,0,18,3,16.7,2.32,0.39,0.00,0.00,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
2228,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-115,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2229,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-042,2000,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2230,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-247,1994,4.1,2,2,2,100.0,0.49,0.49,1.00,1.00,5.1,0,0,0,0.4,0.4,0.22,+1.6,+1.6,Matches
2231,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24-359,2000,20.4,7,35,23,65.7,1.72,1.13,0.20,0.30,11.8,0,0,0,6.3,6.3,0.18,+0.7,+0.7,Matches
2232,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-287,1997,17.9,3,41,14,34.1,2.29,0.78,0.07,0.21,20.8,2,0,0,2.8,2.8,0.07,+0.2,+0.2,Matches
2233,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-110,1986,4.0,4,14,7,50.0,3.47,1.74,0.14,0.29,12.5,0,2,2,4.8,3.3,0.24,-0.8,-1.3,Matches
2234,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31-318,1993,16.8,0,1,1,100.0,0.06,0.06,0.00,0.00,9.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2235,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-024,1994,3.7,0,6,2,33.3,1.61,0.54,0.00,0.00,14.1,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
2236,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-174,1997,12.1,0,3,2,66.7,0.25,0.16,0.00,0.00,17.8,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2237,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-144,2002,13.0,1,29,8,27.6,2.23,0.61,0.03,0.13,23.5,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
2238,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,24-216,2000,12.8,1,9,2,22.2,0.70,0.16,0.11,0.50,19.6,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
2239,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-149,1995,5.4,0,5,1,20.0,0.92,0.18,0.00,0.00,12.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
2240,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-253,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2241,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22-350,2002,3.2,0,6,1,16.7,1.89,0.32,0.00,0.00,16.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2242,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-092,2001,8.7,1,14,4,28.6,1.60,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
2243,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-237,2002,14.1,0,21,5,23.8,1.49,0.36,0.00,0.00,23.3,4,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
2244,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-072,1993,1.6,0,5,1,20.0,3.17,0.63,0.00,0.00,24.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2245,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-162,2002,20.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2246,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-025,1999,6.6,2,14,4,28.6,2.13,0.61,0.14,0.50,15.8,0,0,0,2.3,2.3,0.17,-0.3,-0.3,Matches
2247,Marin Šverko,hr CRO,DF,Venezia,it Serie A,26-361,1998,11.6,1,3,1,33.3,0.26,0.09,0.33,1.00,17.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
