Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
859,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-069,2007,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
860,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-196,2000,10.4,684,582,100,15,1,2,7,85,0,0,0,0,591,2,4,Matches
861,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26-234,1998,3.8,147,137,9,7,2,0,3,1,1,1,0,0,124,1,1,Matches
862,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-223,2000,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0,Matches
863,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-223,2000,11.7,531,402,127,6,0,2,39,121,0,0,0,0,372,2,13,Matches
864,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-254,1999,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3,Matches
865,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,18-361,2006,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
866,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,30-323,1994,8.4,297,283,13,2,0,0,10,8,0,0,0,0,206,1,12,Matches
867,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-207,2001,12.4,617,553,64,15,0,2,8,47,0,0,0,0,463,0,18,Matches
868,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-024,2003,11.1,428,417,9,6,0,6,3,2,0,0,0,0,347,2,4,Matches
869,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-078,1993,9.3,372,329,43,18,0,2,0,2,0,0,0,0,306,0,1,Matches
870,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-105,1995,15.8,738,599,136,4,2,1,55,131,1,0,1,0,547,3,28,Matches
871,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-003,2000,16.7,706,694,5,4,13,5,20,1,0,0,0,0,551,7,15,Matches
872,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-110,1993,2.6,133,127,6,5,0,0,0,1,0,0,0,0,117,0,2,Matches
873,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-299,2002,10.5,333,318,11,6,0,1,7,0,1,0,1,0,250,4,10,Matches
874,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,23-354,2001,14.5,604,581,20,1,0,0,61,7,12,6,4,0,491,3,21,Matches
875,Mario Gila,es ESP,DF,Lazio,it Serie A,24-154,2000,17.2,1157,1115,41,25,4,10,0,0,0,0,0,0,1062,1,4,Matches
876,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-233,2001,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0,Matches
877,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-233,2001,4.5,309,300,9,5,1,3,4,1,3,0,3,0,277,0,1,Matches
878,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,27-346,1997,17.3,831,795,32,23,0,5,1,3,0,0,0,0,686,4,8,Matches
879,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-290,2004,7.9,305,264,38,10,2,0,41,3,25,14,9,0,222,3,16,Matches
880,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-011,1994,14.5,787,760,26,22,1,6,9,2,0,0,0,0,640,1,7,Matches
881,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,20-175,2004,14.2,380,373,7,1,3,3,38,5,1,0,0,0,291,0,18,Matches
882,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29-200,1995,7.0,346,334,11,0,1,0,18,9,1,0,0,0,282,1,11,Matches
883,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-015,1998,0.7,44,39,5,1,0,0,0,4,0,0,0,0,37,0,0,Matches
884,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-015,1998,0.3,10,8,2,1,0,0,0,1,0,0,0,0,8,0,1,Matches
885,Martial Godo,eng ENG,FW,Fulham,eng Premier League,21-322,2003,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
886,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-219,2004,16.6,566,526,38,35,0,4,1,3,0,0,0,0,444,2,10,Matches
887,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-089,1993,13.1,720,629,88,31,0,8,6,56,0,0,0,0,597,3,8,Matches
888,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,29-318,1995,7.0,250,181,69,17,0,0,0,0,0,0,0,0,206,0,0,Matches
889,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28-245,1996,11.8,632,607,22,11,7,3,23,4,7,2,3,0,495,3,11,Matches
890,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-184,1993,6.2,392,382,10,8,3,4,2,2,0,0,0,0,346,0,7,Matches
891,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-152,2000,7.2,316,305,8,3,2,1,9,0,3,2,0,0,255,3,6,Matches
892,João Gomes,br BRA,MF,Wolves,eng Premier League,23-353,2001,20.6,967,928,37,17,3,5,18,10,0,0,0,0,816,2,14,Matches
893,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21-207,2003,6.1,214,196,18,1,1,0,18,16,1,0,1,0,139,0,7,Matches
894,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-014,1999,14.0,788,730,57,16,0,1,6,27,0,0,0,0,660,1,10,Matches
895,Carlos Gómez,co COL,"MF,FW",Rennes,fr Ligue 1,22-140,2002,3.3,101,97,4,0,1,0,17,4,0,0,0,0,74,0,1,Matches
896,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-184,1998,5.9,83,72,11,0,0,0,0,2,0,0,0,0,62,0,6,Matches
897,Diego Gómez,py PAR,MF,Brighton,eng Premier League,21-309,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
898,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-252,1997,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2,Matches
899,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-221,1994,5.6,289,279,9,5,0,3,14,1,2,1,1,0,227,1,10,Matches
900,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,32-308,1992,7.2,348,336,12,10,0,0,1,0,0,0,0,0,309,0,1,Matches
901,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,es La Liga,24-148,2000,17.7,933,768,161,34,1,5,130,42,80,31,35,0,710,4,24,Matches
902,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21-250,2003,6.9,155,147,8,0,1,0,9,1,6,5,0,0,107,0,5,Matches
903,Fabio González,es ESP,MF,Las Palmas,es La Liga,27-353,1997,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3,Matches
904,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,26-299,1998,7.0,204,197,7,0,2,0,6,3,0,0,0,0,161,0,7,Matches
905,Urko González,es ESP,MF,Espanyol,es La Liga,23-316,2001,0.3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,Matches
906,Urko González,es ESP,MF,Real Sociedad,es La Liga,23-316,2001,0.5,17,17,0,0,0,1,1,0,0,0,0,0,10,0,1,Matches
907,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,23-341,2001,19.6,708,615,87,17,8,3,93,25,41,26,7,0,509,6,27,Matches
908,Leon Goretzka,de GER,"MF,DF",Bayern Munich,de Bundesliga,29-359,1995,8.0,688,672,15,11,5,2,3,4,0,0,0,0,620,1,6,Matches
909,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-178,1990,2.0,64,47,16,8,0,0,0,0,0,0,0,0,52,1,0,Matches
910,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-179,1996,6.6,354,295,58,3,0,0,15,55,0,0,0,0,305,1,5,Matches
911,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-209,1994,16.8,840,691,146,20,1,2,35,126,0,0,0,0,643,3,19,Matches
912,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-209,1994,1.0,42,32,9,0,0,0,1,9,0,0,0,0,23,1,0,Matches
913,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,32-241,1992,9.5,435,427,7,2,3,2,13,2,3,3,0,0,344,1,16,Matches
914,Amine Gouiri,dz ALG,"MF,FW",Rennes,fr Ligue 1,24-349,2000,11.5,354,319,35,9,3,0,12,5,7,5,1,0,277,0,16,Matches
915,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-204,1991,17.7,855,796,56,56,2,2,13,0,0,0,0,0,697,3,4,Matches
916,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-022,1999,19.0,733,593,135,56,1,1,0,0,0,0,0,0,489,5,0,Matches
917,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-067,1992,10.5,559,544,13,12,1,3,6,1,0,0,0,0,458,2,7,Matches
918,José Gragera,es ESP,MF,Espanyol,es La Liga,24-061,2000,6.3,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2,Matches
919,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,28-169,1996,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1,Matches
920,Alberto Grassi,it ITA,MF,Empoli,it Serie A,29-329,1995,11.2,404,390,13,12,1,1,5,1,0,0,0,0,310,1,7,Matches
921,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-259,2002,21.1,1232,1213,19,12,6,2,4,6,0,0,0,0,1103,0,13,Matches
922,Archie Gray,eng ENG,DF,Tottenham,eng Premier League,18-324,2006,9.7,683,629,53,23,0,0,5,23,0,0,0,0,608,1,10,Matches
923,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,29-142,1995,6.8,369,353,16,3,0,0,20,4,9,4,0,0,321,0,10,Matches
924,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-140,2000,13.0,573,537,34,21,0,0,0,2,0,0,0,0,491,2,3,Matches
925,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23-121,2001,18.1,843,782,57,13,6,16,78,6,34,25,1,0,656,4,11,Matches
926,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30-287,1994,4.6,102,95,6,0,0,0,1,0,0,0,0,0,66,1,4,Matches
927,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27-299,1997,16.0,558,397,157,55,0,1,0,0,0,0,0,0,393,4,0,Matches
928,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,33-315,1991,17.1,909,808,100,18,7,7,105,9,59,19,24,0,655,1,27,Matches
929,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,31-298,1993,14.8,895,782,108,35,7,7,77,8,40,14,24,0,700,5,19,Matches
930,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-176,1995,6.7,417,388,29,25,3,8,4,2,0,0,0,0,361,0,9,Matches
931,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,29-132,1995,17.6,1231,1066,161,20,2,3,126,75,66,36,16,0,1019,4,34,Matches
932,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33-229,1991,13.6,1132,989,139,40,2,10,102,38,60,26,22,3,937,4,14,Matches
933,Brajan Gruda,de GER,"FW,MF",Brighton,eng Premier League,20-244,2004,4.1,139,121,18,5,0,1,13,7,5,1,4,0,101,0,1,Matches
934,Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26-208,1998,9.1,219,205,13,5,1,1,19,6,1,0,1,0,162,1,16,Matches
935,Albert Grønbaek,dk DEN,"MF,FW",Rennes,fr Ligue 1,23-252,2001,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15,Matches
936,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,38-020,1987,17.0,489,354,134,26,0,0,0,0,0,0,0,0,400,1,0,Matches
937,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33-246,1991,0.9,25,24,1,0,0,0,0,0,0,0,0,0,15,0,1,Matches
938,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,33-075,1991,18.0,981,893,84,50,1,6,29,0,23,15,3,0,843,4,5,Matches
939,Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,25-276,1999,13.0,686,573,113,8,1,4,41,100,3,0,1,0,563,0,15,Matches
940,Gonçalo Guedes,pt POR,"MF,FW",Wolves,eng Premier League,28-062,1996,6.9,225,203,20,0,0,4,16,7,1,1,0,0,162,2,5,Matches
941,Axel Gueguin,fr FRA,FW,Montpellier,fr Ligue 1,19-312,2005,0.3,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1,Matches
942,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,24-201,2000,22.0,1183,1115,64,55,4,11,8,3,0,0,0,0,981,4,5,Matches
943,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,25-291,1999,21.5,1259,1191,64,36,6,17,13,21,5,0,0,0,1129,4,12,Matches
944,Javier Guerra,es ESP,"MF,FW",Valencia,es La Liga,22-029,2003,14.1,569,528,31,15,3,5,28,0,11,6,1,0,422,10,15,Matches
945,Raphaël Guerreiro,pt POR,DF,Bayern Munich,de Bundesliga,31-039,1993,10.9,889,803,82,13,5,1,21,64,4,3,0,0,780,4,19,Matches
946,Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23-213,2001,18.2,340,321,17,1,6,0,21,0,0,0,0,0,259,2,14,Matches
947,Ander Guevara,es ESP,MF,Alavés,es La Liga,27-207,1997,13.4,613,584,23,18,0,5,3,2,0,0,0,0,476,6,11,Matches
948,Pape Gueye,sn SEN,"MF,FW",Villarreal,es La Liga,26-006,1999,14.7,662,626,29,22,5,8,12,1,1,0,0,0,523,7,14,Matches
949,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,de Bundesliga,26-326,1998,13.9,389,383,2,0,1,3,7,2,0,0,0,0,259,4,17,Matches
950,Frederic Guilbert,fr FRA,DF,Lecce,it Serie A,30-037,1994,14.8,703,524,174,27,2,0,29,145,1,0,0,0,541,5,17,Matches
951,Luis Guilherme,br BRA,"MF,FW",West Ham,eng Premier League,18-356,2006,0.6,20,18,2,0,0,0,3,0,2,0,2,0,17,0,0,Matches
952,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,24-365,2000,4.0,184,174,9,9,0,3,1,0,0,0,0,0,150,1,1,Matches
953,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-075,1997,22.2,1136,1073,60,56,17,7,15,1,2,1,0,0,941,3,24,Matches
954,Carlos Guirao,es ESP,MF,Betis,es La Liga,21-278,2003,1.2,46,43,3,2,0,0,0,1,0,0,0,0,36,0,4,Matches
955,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,fr Ligue 1,18-154,2006,2.8,80,79,0,0,1,0,4,0,0,0,0,0,53,1,9,Matches
956,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,28-324,1996,15.8,311,273,37,0,6,1,0,0,0,0,0,0,226,1,3,Matches
957,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,19-026,2006,0.4,8,6,2,0,0,0,0,0,0,0,0,0,4,0,0,Matches
958,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,34-269,1990,17.5,528,390,138,23,0,0,0,0,0,0,0,0,440,0,0,Matches
959,Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,19-340,2005,6.8,374,347,26,10,3,6,17,6,10,6,2,0,322,1,9,Matches
960,Gerard Gumbau,es ESP,MF,Rayo Vallecano,es La Liga,30-043,1994,5.3,210,184,26,10,0,3,25,1,15,8,6,0,144,0,7,Matches
961,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,26-240,1998,1.4,54,37,17,0,0,0,0,17,0,0,0,0,40,0,4,Matches
962,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,34-098,1990,14.9,1075,1001,71,21,7,3,44,2,35,23,3,0,956,3,15,Matches
963,Christian Günter,de GER,DF,Freiburg,de Bundesliga,31-337,1993,16.9,796,617,178,17,2,1,71,142,19,11,5,0,606,1,21,Matches
964,Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,29-337,1995,14.3,479,449,27,7,1,0,11,4,5,1,3,0,373,3,9,Matches
965,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,28-140,1996,12.0,245,224,21,0,0,1,2,2,0,0,0,0,188,0,7,Matches
966,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,21-256,2003,14.1,934,821,112,27,1,3,35,85,0,0,0,0,806,1,20,Matches
967,Miguel Gutiérrez,es ESP,"DF,MF",Girona,es La Liga,23-187,2001,17.3,1037,873,158,20,2,10,99,120,18,2,15,0,874,6,30,Matches
968,Albert Guðmundsson,is ISL,"MF,FW",Fiorentina,it Serie A,27-229,1997,6.3,202,178,24,5,0,1,16,4,6,6,0,0,158,0,8,Matches
969,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,23-007,2002,21.5,1601,1479,117,23,1,3,17,94,0,0,0,0,1453,5,19,Matches
970,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,31-019,1994,21.7,701,517,181,1,1,1,19,180,0,0,0,0,556,3,19,Matches
971,Christian Gytkjær,dk DEN,"FW,MF",Venezia,it Serie A,34-269,1990,2.9,59,53,6,0,0,0,0,0,0,0,0,0,35,0,4,Matches
972,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,24-193,2000,22.6,283,276,6,0,1,0,3,1,0,0,0,0,185,1,7,Matches
973,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,29-007,1996,3.2,121,119,1,0,0,0,0,1,0,0,0,0,99,1,1,Matches
974,Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,30-303,1994,7.7,352,311,39,2,1,1,10,37,0,0,0,0,257,2,10,Matches
975,Robin Hack,de GER,FW,Gladbach,de Bundesliga,26-156,1998,11.6,424,401,22,5,7,4,22,10,7,7,0,0,331,1,16,Matches
976,Saad El Haddad,ma MAR,MF,Venezia,it Serie A,19-190,2005,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,1,Matches
977,Munir El Haddadi,ma MAR,"MF,FW",Leganés,es La Liga,29-151,1995,4.9,119,113,4,2,1,0,7,0,1,0,1,0,80,2,3,Matches
978,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,26-365,1998,8.6,558,543,14,7,6,1,10,7,0,0,0,0,445,1,5,Matches
979,Massadio Haïdara,ml MLI,DF,Brest,fr Ligue 1,32-059,1992,7.7,364,301,63,4,0,0,25,59,0,0,0,0,281,0,7,Matches
980,Antoine Hainaut,fr FRA,"DF,MF",Parma,it Serie A,22-347,2002,8.9,347,296,50,5,0,2,16,44,1,0,0,0,262,1,5,Matches
981,Mohamed Haj,tn TUN,MF,Parma,it Serie A,19-310,2005,3.8,122,116,6,3,0,0,7,0,2,0,0,0,93,0,3,Matches
982,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,26-087,1998,14.4,1345,1217,126,19,2,4,59,104,3,0,0,0,1190,2,18,Matches
983,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,20-144,2004,20.4,1371,1130,236,58,2,2,95,129,49,40,2,0,1120,5,22,Matches
984,Sébastien Haller,ci CIV,FW,Leganés,es La Liga,30-222,1994,4.5,90,85,5,0,2,0,0,0,0,0,0,0,54,0,1,Matches
985,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,eng Premier League,22-335,2002,1.5,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1,Matches
986,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,28-013,1997,5.9,260,241,18,3,0,0,0,13,0,0,0,0,215,1,1,Matches
987,Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,34-361,1990,15.4,883,715,161,17,1,4,57,144,0,0,0,0,674,7,12,Matches
988,Ridgeciano Haps,sr SUR,DF,Venezia,it Serie A,31-232,1993,10.3,425,367,54,5,0,1,19,43,0,0,0,0,335,4,10,Matches
989,Amine Harit,ma MAR,MF,Marseille,fr Ligue 1,27-226,1997,5.2,225,204,17,7,3,1,6,0,5,2,1,0,188,4,6,Matches
990,Marcus Harness,eng ENG,MF,Ipswich Town,eng Premier League,28-341,1996,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
991,Phil Harres,de GER,FW,Holstein Kiel,de Bundesliga,22-311,2002,10.1,149,133,16,0,0,1,2,1,0,0,0,0,86,0,11,Matches
992,Jack Harrison,eng ENG,FW,Everton,eng Premier League,28-071,1996,11.1,281,266,10,3,3,0,38,3,3,2,0,1,180,5,17,Matches
993,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,it Serie A,27-017,1998,5.1,202,197,4,1,1,0,9,3,0,0,0,0,160,1,6,Matches
994,Taylor Harwood-Bellis,eng ENG,DF,Southampton,eng Premier League,23-000,2002,20.6,1530,1474,55,47,3,7,9,6,0,0,0,0,1348,1,8,Matches
995,Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,31-021,1994,14.3,867,789,75,27,0,6,28,48,0,0,0,0,729,3,17,Matches
996,Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,25-233,1999,19.4,483,475,6,1,1,0,11,5,0,0,0,0,375,2,11,Matches
997,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,24-236,2000,19.9,1473,1383,89,68,3,12,10,7,0,0,0,0,1314,1,4,Matches
998,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,eng Premier League,29-004,1996,6.8,182,168,13,2,0,0,8,6,0,0,0,0,148,1,8,Matches
999,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,27-324,1997,23.0,752,524,227,54,0,0,0,0,0,0,0,0,464,1,0,Matches
1000,Liam Henderson,sct SCO,MF,Empoli,it Serie A,28-280,1996,13.6,484,431,51,27,1,0,37,1,21,5,10,0,364,2,7,Matches
1001,Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,23-196,2001,4.5,235,196,39,5,0,1,5,33,0,0,0,0,188,0,2,Matches
1002,Paul Hennrich,de GER,MF,Hoffenheim,de Bundesliga,19-330,2005,0.1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,Matches
1003,Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,27-342,1997,10.4,476,413,62,5,1,3,19,57,0,0,0,0,360,1,13,Matches
1004,Luis Henrique,br BRA,"DF,FW",Marseille,fr Ligue 1,23-047,2001,16.4,720,686,33,2,2,2,46,23,8,1,5,0,573,1,16,Matches
1005,Rico Henry,eng ENG,DF,Brentford,eng Premier League,27-206,1997,0.0,5,3,2,0,0,0,0,2,0,0,0,0,2,0,0,Matches
1006,Mads Hermansen,dk DEN,GK,Leicester City,eng Premier League,24-203,2000,15.5,596,453,140,47,0,1,0,0,0,0,0,0,382,3,0,Matches
1007,Mario Hermoso,es ESP,DF,Roma,it Serie A,29-226,1995,2.8,202,187,15,4,0,2,3,6,0,0,0,0,182,0,4,Matches
1008,Javi Hernández,es ESP,DF,Leganés,es La Liga,26-273,1998,13.5,509,411,95,14,1,2,27,81,0,0,0,0,371,3,16,Matches
1009,Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,35-313,1989,2.3,88,83,5,5,0,3,0,0,0,0,0,0,76,0,0,Matches
1010,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,28-351,1996,2.6,222,202,20,2,1,2,0,17,0,0,0,0,197,0,6,Matches
1011,Theo Hernández,fr FRA,DF,Milan,it Serie A,27-116,1997,15.5,817,650,166,45,2,5,59,86,35,25,1,0,691,1,15,Matches
1012,Hernani,br BRA,MF,Parma,it Serie A,30-309,1994,10.5,449,416,31,17,2,6,13,4,7,3,1,0,346,2,12,Matches
1013,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,23-337,2001,6.2,307,291,15,8,0,3,0,5,0,0,0,0,245,1,4,Matches
1014,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,35-169,1989,3.0,200,194,6,5,0,0,1,1,0,0,0,0,181,0,0,Matches
1015,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,31-239,1993,21.0,705,496,206,66,0,1,0,0,0,0,0,0,485,3,0,Matches
1016,Yangel Herrera,ve VEN,MF,Girona,es La Liga,27-016,1998,11.0,541,528,10,6,1,7,19,2,0,0,0,0,449,3,9,Matches
1017,Juan Herzog,es ESP,DF,Las Palmas,es La Liga,21-262,2003,6.2,300,281,19,10,0,1,0,4,0,0,0,0,256,0,2,Matches
1018,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,32-206,1992,16.6,665,623,41,7,3,2,46,9,20,14,0,0,533,1,22,Matches
1019,Isak Hien,se SWE,DF,Atalanta,it Serie A,26-017,1999,13.9,710,688,22,22,0,0,1,0,0,0,0,0,637,0,7,Matches
1020,Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,21-140,2003,19.4,851,665,183,41,1,13,24,142,0,0,0,0,671,3,14,Matches
1021,James Hill,eng ENG,"DF,MF",Bournemouth,eng Premier League,23-020,2002,2.0,93,74,19,1,0,0,6,18,0,0,0,0,55,0,4,Matches
1022,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,23-021,2002,17.5,1278,1180,93,24,1,5,21,39,0,0,0,0,1130,5,15,Matches
1023,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,eng Premier League,19-294,2005,9.5,512,446,65,20,0,7,21,30,8,4,1,1,425,1,5,Matches
1024,George Hirst,eng ENG,FW,Ipswich Town,eng Premier League,25-350,1999,2.4,49,49,0,0,0,0,1,0,0,0,0,0,25,0,2,Matches
1025,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,22-189,2002,14.5,346,340,4,0,1,0,14,1,0,0,0,0,227,2,13,Matches
1026,Ki-Jana Hoever,nl NED,DF,Auxerre,fr Ligue 1,23-012,2002,12.5,528,427,100,4,0,7,41,96,0,0,0,0,360,1,11,Matches
1027,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,34-327,1990,6.4,282,277,3,2,0,0,0,0,0,0,0,0,244,2,4,Matches
1028,Jonas Hofmann,de GER,"MF,DF",Leverkusen,de Bundesliga,32-200,1992,2.6,117,111,5,0,1,0,1,0,2,0,0,0,101,1,0,Matches
1029,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,31-306,1993,14.5,397,386,9,0,2,1,4,1,0,0,0,0,243,2,7,Matches
1030,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,30-204,1994,8.9,252,238,13,1,0,0,4,1,0,0,0,0,166,1,12,Matches
1031,Mason Holgate,eng ENG,"FW,DF",Everton,eng Premier League,28-100,1996,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,Matches
1032,Benedict Hollerbach,de GER,"MF,FW",Union Berlin,de Bundesliga,23-258,2001,15.9,403,396,7,0,3,0,39,2,0,0,0,0,269,0,33,Matches
1033,Emil Holm,se SWE,DF,Bologna,it Serie A,24-262,2000,8.3,510,403,107,27,1,9,19,80,0,0,0,0,410,0,8,Matches
