Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1133,Hamed Junior Traorè,ci CIV,"MF,FW",Auxerre,fr Ligue 1,24-349,2000,14.8,383,349,29,10,3,2,33,5,10,5,3,0,276,5,10,Matches
1134,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24-202,2000,13.1,452,434,14,3,6,9,30,5,4,0,0,0,336,4,26,Matches
1135,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,29-167,1995,2.4,112,82,30,2,0,0,14,23,5,2,3,0,78,0,5,Matches
1136,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,24-176,2000,2.8,204,168,34,0,1,2,30,34,0,0,0,0,141,2,4,Matches
1137,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,28-167,1996,13.5,518,502,15,15,1,1,0,0,0,0,0,0,436,1,9,Matches
1138,James Justin,eng ENG,DF,Leicester City,eng Premier League,26-342,1998,21.1,996,809,185,15,1,2,34,170,0,0,0,0,773,2,24,Matches
1139,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22-289,2002,2.0,50,43,7,1,0,0,0,0,0,0,0,0,45,0,0,Matches
1140,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,23-095,2001,2.2,87,85,2,2,1,1,0,0,0,0,0,0,66,0,1,Matches
1141,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,20-363,2004,0.8,25,24,1,0,0,0,1,1,0,0,0,0,16,0,1,Matches
1142,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18-238,2006,1.4,91,78,13,0,0,0,0,13,0,0,0,0,83,0,0,Matches
1143,Christian Kabasele,be BEL,DF,Udinese,it Serie A,33-341,1991,10.2,504,477,27,15,0,5,2,6,0,0,0,0,431,0,3,Matches
1144,Issa Kaboré,bf BFA,"FW,DF",Werder Bremen,de Bundesliga,23-263,2001,1.0,61,50,11,1,0,0,9,10,0,0,0,0,46,0,3,Matches
1145,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20-232,2004,7.0,232,228,4,3,3,0,6,0,1,0,0,0,177,0,5,Matches
1146,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32-280,1992,8.4,422,345,75,5,0,1,35,70,0,0,0,0,286,2,10,Matches
1147,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,29-025,1996,5.3,149,146,2,1,1,0,2,1,0,0,0,0,110,1,7,Matches
1148,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,25-115,1999,4.3,175,157,17,2,1,0,9,15,0,0,0,0,144,1,1,Matches
1149,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,23-010,2002,15.6,319,284,33,0,0,3,7,0,0,0,0,0,250,2,18,Matches
1150,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24-239,2000,18.0,1541,1450,91,34,2,4,8,21,0,0,0,0,1447,0,7,Matches
1151,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,28-178,1996,9.7,426,407,18,7,3,3,20,2,9,5,1,0,339,1,10,Matches
1152,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,24-080,2000,7.6,307,268,39,5,1,0,12,34,0,0,0,0,246,0,14,Matches
1153,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,25-068,1999,10.5,507,492,15,15,1,0,1,0,0,0,0,0,452,0,4,Matches
1154,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,29-094,1995,7.4,412,400,10,9,1,0,0,1,0,0,0,0,372,2,3,Matches
1155,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30-331,1994,10.0,488,388,100,13,0,2,55,79,8,6,0,0,381,0,12,Matches
1156,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,20-158,2004,3.6,137,121,16,9,0,0,0,0,0,0,0,0,113,0,3,Matches
1157,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22-239,2002,8.0,275,219,55,4,0,2,24,38,13,7,5,0,209,1,6,Matches
1158,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,34-113,1990,11.7,828,772,51,30,4,1,23,4,17,6,6,0,745,5,13,Matches
1159,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,23-091,2001,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1160,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31-186,1993,15.3,367,354,11,0,12,6,11,6,1,0,0,0,289,2,13,Matches
1161,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23-346,2001,12.4,866,771,92,7,10,9,72,7,72,20,24,0,748,3,12,Matches
1162,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26-206,1998,7.2,169,164,4,0,2,0,16,2,0,0,0,0,114,1,11,Matches
1163,Atakan Karazor,,MF,Stuttgart,de Bundesliga,28-109,1996,15.5,1066,979,84,83,4,5,2,1,0,0,0,0,930,3,16,Matches
1164,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26-189,1998,3.3,96,91,5,3,0,0,4,2,0,0,0,0,72,0,6,Matches
1165,Jesper Karlsson,se SWE,"FW,MF",Lecce,it Serie A,26-189,1998,0.4,21,20,1,0,0,0,2,0,1,0,1,0,15,0,1,Matches
1166,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29-223,1995,20.6,870,827,43,38,0,2,9,4,0,0,0,0,715,0,16,Matches
1167,Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,19-125,2005,1.7,46,43,3,1,0,1,2,0,2,1,1,0,39,0,0,Matches
1168,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,27-000,1998,7.0,220,203,16,4,1,3,11,4,7,4,2,1,156,1,7,Matches
1169,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,24-027,2001,4.1,91,87,3,1,1,1,1,1,0,0,0,0,45,1,4,Matches
1170,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20-204,2004,1.4,68,52,16,1,0,0,6,15,0,0,0,0,43,0,4,Matches
1171,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24-337,2000,18.5,209,186,21,1,1,4,8,3,0,0,0,0,148,2,8,Matches
1172,Michael Keane,eng ENG,DF,Everton,eng Premier League,32-019,1993,9.0,309,304,1,1,0,11,1,0,0,0,0,0,253,4,5,Matches
1173,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22-340,2002,11.5,382,367,12,3,2,2,8,1,0,0,0,0,298,3,10,Matches
1174,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,28-131,1996,16.0,1125,1059,63,57,1,6,1,1,0,0,0,0,1008,3,5,Matches
1175,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,22-151,2002,0.9,19,18,1,0,0,1,0,1,0,0,0,0,11,0,1,Matches
1176,Mandela Keita,be BEL,MF,Parma,it Serie A,22-265,2002,6.3,253,249,4,4,0,2,0,0,0,0,0,0,233,0,2,Matches
1177,Yannik Keitel,de GER,"MF,DF",Stuttgart,de Bundesliga,24-350,2000,1.5,101,99,2,2,0,1,0,0,0,0,0,0,85,0,3,Matches
1178,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,22-170,2002,2.6,102,101,1,0,1,0,5,0,0,0,0,0,79,0,4,Matches
1179,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,26-068,1998,8.0,296,265,31,16,0,0,0,0,0,0,0,0,221,0,1,Matches
1180,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,25-178,1999,0.7,38,35,3,0,0,0,0,3,0,0,0,0,29,0,0,Matches
1181,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,26-116,1998,3.3,170,150,20,7,0,0,1,13,0,0,0,0,138,0,4,Matches
1182,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,20-181,2004,10.2,465,445,16,3,0,4,5,1,3,2,0,1,351,4,8,Matches
1183,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,30-002,1995,18.6,1118,1026,84,37,3,9,3,12,0,0,0,0,971,8,9,Matches
1184,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,28-357,1996,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1185,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,22-326,2002,4.7,131,127,3,2,0,1,1,1,0,0,0,0,101,1,1,Matches
1186,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21-084,2003,22.2,974,804,166,9,2,1,68,157,0,0,0,0,757,4,27,Matches
1187,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23-210,2001,0.9,30,27,3,3,1,0,3,0,0,0,0,0,22,0,0,Matches
1188,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20-265,2004,11.2,516,446,69,15,5,5,35,9,14,9,3,1,389,1,14,Matches
1189,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33-357,1991,9.1,266,224,41,8,2,3,40,2,19,5,11,0,168,1,12,Matches
1190,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-003,1994,15.6,552,531,13,7,0,0,10,0,0,0,0,0,402,8,13,Matches
1191,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20-336,2004,0.6,48,47,1,0,0,0,0,0,0,0,0,0,41,0,0,Matches
1192,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20-336,2004,10.8,548,521,26,13,0,3,5,8,0,0,0,0,483,1,3,Matches
1193,Kialonda,ao ANG,DF,Lecce,it Serie A,27-125,1997,15.0,652,627,24,20,0,3,2,2,0,0,0,0,558,1,3,Matches
1194,Kiké,es ESP,FW,Alavés,es La Liga,35-066,1989,14.1,285,274,11,2,3,2,6,1,0,0,0,0,189,0,10,Matches
1195,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27-252,1997,22.2,1161,1134,24,18,0,11,0,1,0,0,0,0,1003,3,4,Matches
1196,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,29-357,1995,19.0,2214,2026,184,79,15,25,101,29,73,46,12,1,1985,4,21,Matches
1197,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18-027,2007,0.9,37,37,0,0,0,0,1,0,0,0,0,0,32,0,0,Matches
1198,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,33-015,1992,12.3,238,223,12,0,0,0,7,1,0,0,0,0,169,3,5,Matches
1199,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21-323,2003,3.0,113,94,19,3,0,0,0,0,0,0,0,0,96,0,1,Matches
1200,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28-052,1996,13.8,733,695,36,27,2,3,3,1,0,0,0,0,645,2,1,Matches
1201,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24-350,2000,3.6,175,167,7,2,0,1,0,2,0,0,0,0,147,1,0,Matches
1202,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29-152,1995,17.7,436,408,22,0,5,3,10,7,0,0,0,0,263,6,26,Matches
1203,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28-241,1996,11.9,747,714,31,13,0,1,7,18,0,0,0,0,648,2,15,Matches
1204,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25-270,1999,16.0,425,378,41,3,2,3,43,6,11,9,0,0,302,6,14,Matches
1205,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,23-020,2002,10.0,332,307,24,1,3,0,20,23,0,0,0,0,228,1,13,Matches
1206,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23-229,2001,12.7,493,483,8,7,1,1,2,1,0,0,0,0,417,2,5,Matches
1207,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27-055,1997,17.0,715,622,92,33,0,0,0,0,0,0,0,0,587,1,0,Matches
1208,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28-197,1996,18.8,1213,1134,78,34,0,6,1,2,0,0,0,0,1105,1,11,Matches
1209,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,28-106,1996,3.0,67,58,9,2,0,0,0,0,0,0,0,0,52,0,0,Matches
1210,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25-265,1999,7.7,309,285,23,10,0,1,16,3,9,2,7,0,247,1,3,Matches
1211,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25-361,1999,11.8,571,481,89,1,1,2,38,88,0,0,0,0,461,1,23,Matches
1212,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26-303,1998,10.0,295,225,70,16,0,0,0,0,0,0,0,0,224,0,0,Matches
1213,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30-365,1994,17.6,881,812,66,21,2,6,7,26,0,0,0,0,716,3,15,Matches
1214,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31-331,1993,0.8,12,12,0,0,0,1,0,0,0,0,0,0,11,0,0,Matches
1215,Koke,es ESP,MF,Atlético Madrid,es La Liga,33-022,1992,13.9,992,948,38,31,1,4,9,3,4,0,0,0,861,6,12,Matches
1216,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31-224,1993,14.4,925,899,25,11,0,1,6,14,0,0,0,0,824,1,15,Matches
1217,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,26-056,1998,0.9,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1218,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,26-056,1998,4.0,78,73,5,0,2,1,0,0,0,0,0,0,57,0,3,Matches
1219,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28-065,1996,5.8,257,244,13,7,0,0,7,6,0,0,0,0,196,0,1,Matches
1220,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-197,2005,2.3,73,70,3,0,0,0,2,0,2,2,0,0,57,0,3,Matches
1221,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-250,1999,14.5,1027,999,27,24,0,2,0,3,0,0,0,0,928,1,5,Matches
1222,Ismael Konate,ci CIV,"FW,DF",Empoli,it Serie A,18-307,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1223,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31-350,1993,12.2,909,884,24,12,2,1,1,2,0,0,0,0,843,1,4,Matches
1224,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19-283,2005,1.3,60,43,17,1,0,0,0,16,0,0,0,0,42,0,6,Matches
1225,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-261,2005,5.9,276,273,3,2,1,1,0,1,0,0,0,0,249,0,0,Matches
1226,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22-238,2002,4.0,180,176,4,2,1,0,3,0,0,0,0,0,156,0,3,Matches
1227,Manu Koné,fr FRA,MF,Roma,it Serie A,23-258,2001,16.4,734,712,21,20,3,2,2,1,0,0,0,0,658,1,11,Matches
1228,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-099,1997,20.1,1019,923,95,56,6,0,5,34,0,0,0,0,932,1,18,Matches
1229,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26-337,1998,15.3,667,574,90,22,3,2,76,13,52,27,23,0,541,3,8,Matches
1230,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-026,2001,8.0,465,446,18,12,1,2,3,6,0,0,0,0,407,1,5,Matches
1231,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27-055,1997,6.8,195,186,7,1,0,0,6,6,0,0,0,0,136,2,4,Matches
1232,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-149,1999,6.6,261,215,45,1,0,0,15,44,0,0,0,0,201,1,8,Matches
1233,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-063,2003,15.1,885,810,73,17,1,18,9,16,0,0,0,0,745,2,5,Matches
1234,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18-360,2006,0.1,9,7,2,0,0,0,0,2,0,0,0,0,8,0,0,Matches
1235,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-079,1998,18.7,1301,1077,222,47,5,8,44,175,0,0,0,0,1110,2,16,Matches
1236,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27-290,1997,2.4,63,62,0,0,0,0,0,0,0,0,0,0,52,1,0,Matches
1237,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-269,1994,16.2,1250,1225,22,21,8,3,0,0,0,0,0,0,1162,3,10,Matches
1238,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-258,2000,2.0,60,53,7,4,0,0,0,0,0,0,0,0,50,0,0,Matches
1239,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-193,2005,0.6,12,12,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
1240,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24-350,2000,2.5,56,52,4,0,0,0,1,0,0,0,0,0,40,0,2,Matches
1241,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-199,2006,0.1,7,6,1,0,0,0,2,1,0,0,0,0,5,0,0,Matches
1242,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,30-181,1994,2.7,74,71,3,3,0,0,0,0,0,0,0,0,59,0,1,Matches
1243,Alex Král,cz CZE,MF,Espanyol,es La Liga,26-256,1998,20.4,593,568,19,10,5,5,25,2,0,0,0,0,427,6,19,Matches
1244,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-225,1991,17.0,728,642,82,8,4,4,77,12,35,9,13,0,565,4,19,Matches
1245,Frans Krätzig,de GER,"FW,DF",Heidenheim,de Bundesliga,22-016,2003,3.5,136,120,15,2,1,0,8,6,7,5,2,0,108,1,3,Matches
1246,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,22-016,2003,0.6,41,37,4,0,0,0,1,4,0,0,0,0,36,0,0,Matches
1247,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25-285,1999,11.1,988,956,32,19,0,5,6,8,0,0,0,0,888,0,4,Matches
1248,Rasmus Kristensen,dk DEN,"DF,FW",Eint Frankfurt,de Bundesliga,27-203,1997,15.1,863,756,102,7,2,4,33,95,0,0,0,0,677,5,17,Matches
1249,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-013,2002,9.1,486,459,26,18,1,2,3,7,0,0,0,0,403,1,5,Matches
1250,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24-300,2000,19.9,384,340,42,1,3,1,5,7,0,0,0,0,261,2,18,Matches
1251,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,32-153,1992,16.6,797,657,136,11,0,2,20,125,0,0,0,0,616,4,12,Matches
1252,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23-240,2001,15.4,543,520,18,3,4,1,46,2,12,5,3,0,387,5,27,Matches
1253,Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,24-181,2000,16.4,491,483,6,2,2,8,42,1,1,0,0,0,416,2,17,Matches
1254,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24-280,2000,20.7,732,650,77,3,10,1,85,6,61,25,0,0,532,5,37,Matches
1255,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19-310,2005,3.6,183,159,24,2,1,0,7,22,0,0,0,0,156,0,4,Matches
1256,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24-357,2000,17.2,764,730,30,15,0,3,3,2,0,0,0,0,653,4,2,Matches
1257,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,32-015,1993,6.3,260,253,7,5,1,1,6,0,2,2,0,0,211,0,2,Matches
1258,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23-353,2001,13.1,461,401,56,14,7,5,51,11,30,20,5,0,352,4,14,Matches
1259,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23-353,2001,0.9,45,44,1,0,0,0,1,1,0,0,0,0,40,0,1,Matches
1260,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26-277,1998,1.9,78,76,2,0,0,0,1,2,0,0,0,0,62,0,7,Matches
1261,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28-360,1996,18.3,808,593,214,28,2,0,109,156,30,12,14,0,583,1,27,Matches
1262,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-252,1998,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1263,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21-333,2003,7.1,174,167,5,0,1,1,19,1,0,0,0,0,127,2,3,Matches
1264,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-272,1994,7.9,198,183,14,0,1,2,12,0,0,0,0,0,131,1,6,Matches
1265,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-112,1999,15.0,504,361,141,36,0,0,0,0,0,0,0,0,354,2,1,Matches
1266,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-247,1991,13.1,335,322,10,0,4,5,14,0,0,0,0,0,236,3,12,Matches
1267,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-299,2000,20.0,930,902,28,24,1,4,4,2,0,0,0,0,763,0,9,Matches
1268,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-007,1999,12.0,367,278,88,31,0,1,0,0,0,0,0,0,256,1,1,Matches
1269,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20-311,2004,1.5,143,141,2,2,1,1,0,0,0,0,0,0,129,0,0,Matches
1270,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-248,1997,7.4,473,429,43,3,2,1,11,40,0,0,0,0,414,1,17,Matches
1271,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-156,1992,4.7,267,226,40,3,1,0,10,37,0,0,0,0,220,1,3,Matches
1272,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-119,1991,15.8,937,779,156,27,1,9,61,123,5,1,2,0,735,2,19,Matches
1273,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-265,1988,3.7,244,239,4,3,1,0,4,0,0,0,0,0,211,1,3,Matches
1274,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,19-021,2006,0.4,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1275,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-240,1998,3.4,58,49,9,0,0,0,0,0,0,0,0,0,41,0,2,Matches
1276,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-122,2000,4.8,215,183,31,3,0,1,14,28,0,0,0,0,177,1,2,Matches
1277,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19-285,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1278,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34-358,1990,3.4,63,60,3,0,0,0,3,0,0,0,0,0,38,0,4,Matches
1279,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29-288,1995,12.4,199,193,5,0,0,0,3,2,0,0,0,0,130,1,8,Matches
1280,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27-342,1997,19.0,717,545,170,60,0,0,0,0,0,0,0,0,468,2,0,Matches
1281,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-217,2004,14.5,637,621,15,14,0,4,2,1,0,0,0,0,563,1,9,Matches
1282,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23-313,2001,6.0,101,92,8,1,0,0,2,0,0,0,0,0,55,1,1,Matches
1283,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-070,1997,2.9,156,124,30,1,0,0,16,29,0,0,0,0,112,2,3,Matches
1284,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-024,2004,5.9,285,282,2,2,3,2,0,0,0,0,0,0,261,1,1,Matches
1285,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,28-312,1996,16.1,814,670,141,14,0,0,106,88,39,20,18,0,614,3,18,Matches
1286,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,34-137,1990,14.8,454,391,61,2,2,0,69,47,12,8,3,0,280,2,21,Matches
1287,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-062,1993,10.6,551,457,93,11,1,1,77,82,0,0,0,0,429,1,17,Matches
1288,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-180,1997,8.8,440,418,20,19,0,8,2,0,0,0,0,0,378,2,0,Matches
1289,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26-284,1998,1.1,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1290,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24-362,2000,3.5,263,247,15,9,1,2,7,2,3,2,1,0,226,1,1,Matches
1291,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-080,1996,10.3,612,596,16,11,0,3,1,4,0,0,0,0,549,0,2,Matches
1292,Nicola Leali,it ITA,GK,Genoa,it Serie A,31-348,1993,15.0,495,339,156,45,0,1,0,0,0,0,0,0,380,0,1,Matches
1293,Rafael Leão,pt POR,FW,Milan,it Serie A,25-234,1999,15.0,503,480,22,2,7,2,36,12,8,0,0,0,383,1,17,Matches
1294,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33-279,1991,16.0,607,441,166,56,0,0,0,0,0,0,0,0,408,0,0,Matches
1295,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-250,1993,3.9,256,245,9,6,0,2,6,1,2,2,0,0,225,2,7,Matches
1296,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-174,1993,19.0,1027,963,57,50,3,3,9,5,0,0,0,0,850,7,13,Matches
1297,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-007,1999,16.6,903,844,56,25,0,5,8,24,0,0,0,0,709,3,14,Matches
1298,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-257,1998,6.6,328,302,26,5,0,0,3,11,0,0,0,0,254,0,2,Matches
1299,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-255,1991,20.9,1042,981,59,46,0,14,2,1,0,0,0,0,850,2,12,Matches
1300,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-021,2004,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1301,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31-271,1993,4.1,227,184,41,4,0,0,9,37,0,0,0,0,173,2,4,Matches
1302,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-186,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1303,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-079,1995,0.1,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
1304,Félix Lemaréchal,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-176,2003,6.7,191,180,10,2,1,0,6,0,3,3,0,0,149,1,6,Matches
