Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1872,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27-194,1997,16,7,743,8.3,1,2,3,1,0,0,1,0,2.2,2.2,1.1,3.2,16,17,51,0.12,0.24,0.36,0.12,0.36,0.26,0.13,0.39,0.26,0.39,Matches
1873,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30-329,1994,22,22,1980,22.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1874,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27-013,1998,8,3,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,1,8,0,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches
1875,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,25-118,1999,16,14,1124,12.5,4,2,6,3,1,1,5,0,4.7,3.9,2.2,6.1,10,39,55,0.32,0.16,0.48,0.24,0.40,0.37,0.18,0.55,0.31,0.49,Matches
1876,Nicholas Pierini,it ITA,MF,Venezia,it Serie A,26-177,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.13,0.04,0.13,Matches
1877,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23-302,2001,21,9,1007,11.2,2,2,4,2,0,0,3,0,1.9,1.9,1.2,3.1,27,17,43,0.18,0.18,0.36,0.18,0.36,0.17,0.10,0.28,0.17,0.28,Matches
1878,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24-260,2000,17,12,927,10.3,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,8,46,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1879,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25-256,1999,21,20,1715,19.1,6,1,7,6,0,1,3,0,5.6,4.9,1.3,6.2,11,22,79,0.31,0.05,0.37,0.31,0.37,0.29,0.07,0.36,0.26,0.33,Matches
1880,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31-246,1993,16,16,1440,16.0,2,0,2,2,0,0,2,0,0.9,0.9,1.2,2.0,2,33,8,0.12,0.00,0.12,0.12,0.12,0.05,0.07,0.13,0.05,0.13,Matches
1881,Yeremi Pino,es ESP,MF,Villarreal,es La Liga,22-102,2002,18,12,956,10.6,1,3,4,1,0,0,6,0,2.2,2.2,3.3,5.5,23,31,116,0.09,0.28,0.38,0.09,0.38,0.21,0.31,0.52,0.21,0.52,Matches
1882,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,20-129,2004,17,9,869,9.7,2,1,3,2,0,0,5,0,1.6,1.6,0.6,2.2,15,44,32,0.21,0.10,0.31,0.21,0.31,0.17,0.06,0.22,0.17,0.22,Matches
1883,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,23-151,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1884,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31-326,1993,18,16,1198,13.3,6,2,8,6,0,0,1,0,4.1,4.1,2.0,6.1,34,74,91,0.45,0.15,0.60,0.45,0.60,0.31,0.15,0.46,0.31,0.46,Matches
1885,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25-199,1999,9,7,570,6.3,2,0,2,2,0,0,5,2,1.5,1.3,0.1,1.4,6,15,10,0.32,0.00,0.32,0.32,0.32,0.23,0.02,0.25,0.21,0.23,Matches
1886,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,29-101,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1887,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,30-139,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,9,29,72,0.34,0.00,0.34,0.17,0.17,0.42,0.09,0.51,0.24,0.33,Matches
1888,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,31-180,1993,21,19,1552,17.2,2,1,3,2,0,0,1,0,1.7,1.7,2.8,4.5,66,83,154,0.12,0.06,0.17,0.12,0.17,0.10,0.16,0.26,0.10,0.26,Matches
1889,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20-335,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1890,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,27-141,1997,4,2,192,2.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1891,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32-286,1992,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1892,Finn Porath,de GER,DF,Holstein Kiel,de Bundesliga,27-342,1997,19,15,1400,15.6,0,2,2,0,0,0,3,0,0.8,0.7,1.7,2.5,35,44,50,0.00,0.13,0.13,0.00,0.13,0.05,0.11,0.16,0.05,0.16,Matches
1893,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25-139,1999,23,20,1898,21.1,2,5,7,2,0,0,2,0,1.5,1.5,2.7,4.1,52,118,79,0.09,0.24,0.33,0.09,0.33,0.07,0.13,0.20,0.07,0.20,Matches
1894,Portu,es ESP,"FW,MF",Girona,es La Liga,32-254,1992,12,1,261,2.9,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.5,4,7,32,0.00,0.34,0.34,0.00,0.34,0.02,0.14,0.16,0.02,0.16,Matches
1895,Stefan Posch,at AUT,DF,Bologna,it Serie A,27-261,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
1896,Tom Pouilly,fr FRA,DF,Lens,fr Ligue 1,21-226,2003,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1897,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30-229,1994,11,2,233,2.6,0,0,0,0,0,0,0,0,1.5,1.5,0.1,1.6,2,6,19,0.00,0.00,0.00,0.00,0.00,0.58,0.05,0.63,0.58,0.63,Matches
1898,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23-357,2001,16,11,888,9.9,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.9,10,36,22,0.10,0.00,0.10,0.10,0.10,0.07,0.02,0.09,0.07,0.09,Matches
1899,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23-249,2001,17,16,1324,14.7,0,1,1,0,0,0,1,0,0.8,0.8,2.8,3.5,26,58,62,0.00,0.07,0.07,0.00,0.07,0.05,0.19,0.24,0.05,0.24,Matches
1900,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21-033,2003,5,4,235,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
1901,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,32-054,1992,14,1,218,2.4,2,0,2,1,1,1,4,0,1.9,1.1,0.0,1.1,0,5,5,0.83,0.00,0.83,0.41,0.41,0.79,0.00,0.79,0.46,0.46,Matches
1902,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-021,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1903,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30-319,1994,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1904,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28-261,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1905,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26-250,1998,19,19,1634,18.2,7,1,8,6,1,1,4,0,5.5,4.7,0.9,5.6,35,39,60,0.39,0.06,0.44,0.33,0.39,0.31,0.05,0.35,0.26,0.31,Matches
1906,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,26-007,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,13,8,30,0.00,0.23,0.23,0.00,0.23,0.02,0.14,0.16,0.02,0.16,Matches
1907,Diego Pugno,it ITA,FW,Juventus,it Serie A,18-207,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.76,0.00,0.76,Matches
1908,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,26-134,1998,17,15,1206,13.4,6,4,10,4,2,2,0,0,6.1,4.5,3.1,7.5,54,60,90,0.45,0.30,0.75,0.30,0.60,0.45,0.23,0.68,0.34,0.56,Matches
1909,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22-001,2003,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1910,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-041,2003,14,6,703,7.8,0,0,0,0,0,0,5,0,0.5,0.5,0.6,1.0,0,16,2,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.13,0.06,0.13,Matches
1911,Dani Raba,es ESP,"MF,FW",Leganés,es La Liga,29-093,1995,13,9,675,7.5,1,4,5,0,1,2,1,0,2.0,0.5,2.1,2.5,21,19,37,0.13,0.53,0.67,0.00,0.53,0.27,0.27,0.54,0.06,0.33,Matches
1912,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29-302,1995,14,12,1135,12.6,2,1,3,2,0,0,2,0,1.8,1.8,0.7,2.5,33,75,72,0.16,0.08,0.24,0.16,0.24,0.14,0.05,0.20,0.14,0.20,Matches
1913,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-303,1999,17,13,1013,11.3,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,31,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17,Matches
1914,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,23-109,2001,1,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1915,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-114,1991,20,20,1767,19.6,1,0,1,1,0,0,2,1,1.2,1.2,1.3,2.5,19,58,13,0.05,0.00,0.05,0.05,0.05,0.06,0.07,0.13,0.06,0.13,Matches
1916,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20-318,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,7,0.00,0.00,0.00,0.00,0.00,0.31,0.09,0.40,0.31,0.40,Matches
1917,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-293,1996,19,15,1306,14.5,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,7,44,3,0.00,0.07,0.07,0.00,0.07,0.02,0.05,0.07,0.02,0.07,Matches
1918,Benito Ramírez,es ESP,"DF,MF",Las Palmas,es La Liga,29-203,1995,13,1,320,3.6,0,0,0,0,0,0,2,1,0.2,0.2,0.6,0.8,12,12,46,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.23,0.05,0.23,Matches
1919,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29-205,1995,18,15,1227,13.6,7,3,10,7,0,0,4,0,2.5,2.5,2.1,4.6,34,27,68,0.51,0.22,0.73,0.51,0.73,0.18,0.16,0.34,0.18,0.34,Matches
1920,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-224,2001,8,5,354,3.9,2,2,4,2,0,0,0,0,3.2,3.2,1.5,4.7,2,6,21,0.51,0.51,1.02,0.51,1.02,0.81,0.39,1.20,0.81,1.20,Matches
1921,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26-261,1998,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1922,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-247,2001,15,10,955,10.6,1,2,3,1,0,0,1,0,1.2,1.2,1.7,2.9,35,40,64,0.09,0.19,0.28,0.09,0.28,0.11,0.16,0.27,0.11,0.27,Matches
1923,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25-282,1999,20,19,1735,19.3,0,2,2,0,0,0,3,0,0.2,0.2,1.5,1.6,12,42,3,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.08,0.01,0.08,Matches
1924,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-194,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1925,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24-228,2000,15,2,364,4.0,0,2,2,0,0,0,0,1,0.3,0.3,1.3,1.6,9,17,19,0.00,0.49,0.49,0.00,0.49,0.07,0.32,0.39,0.07,0.39,Matches
1926,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-047,1996,21,20,1735,19.3,12,6,18,11,1,1,2,0,13.2,12.4,9.7,22.1,66,100,212,0.62,0.31,0.93,0.57,0.88,0.68,0.50,1.19,0.64,1.15,Matches
1927,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27-091,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,79,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches
1928,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-347,2000,11,2,294,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,4,13,17,0.31,0.00,0.31,0.31,0.31,0.30,0.10,0.40,0.30,0.40,Matches
1929,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-224,1998,19,18,1643,18.3,1,2,3,1,0,0,1,0,1.3,1.3,3.2,4.4,57,68,78,0.05,0.11,0.16,0.05,0.16,0.07,0.17,0.24,0.07,0.24,Matches
1930,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,24-088,2000,20,4,573,6.4,2,0,2,2,0,0,0,0,1.8,1.8,0.6,2.3,10,12,34,0.31,0.00,0.31,0.31,0.31,0.28,0.09,0.37,0.28,0.37,Matches
1931,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26-283,1998,11,10,803,8.9,1,3,4,1,0,0,1,0,0.3,0.3,3.3,3.6,18,31,69,0.11,0.34,0.45,0.11,0.45,0.03,0.37,0.40,0.03,0.40,Matches
1932,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-080,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1933,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,28-014,1997,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.12,0.00,0.12,0.12,0.12,0.10,0.02,0.12,0.10,0.12,Matches
1934,David Raya,es ESP,GK,Arsenal,eng Premier League,29-137,1995,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1935,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,26-172,1998,8,4,385,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,16,5,34,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Matches
1936,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-131,1993,18,6,538,6.0,1,0,1,1,0,0,3,1,1.6,1.6,1.8,3.4,12,24,44,0.17,0.00,0.17,0.17,0.17,0.27,0.30,0.57,0.27,0.57,Matches
1937,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-003,1995,8,0,61,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,7,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,Matches
1938,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18-330,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1939,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-045,1996,3,0,123,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1940,Bobby Reid,jm JAM,"FW,MF",Leicester City,eng Premier League,31-363,1993,15,3,367,4.1,1,2,3,1,0,0,1,0,0.7,0.7,1.2,1.9,8,9,21,0.25,0.49,0.74,0.25,0.74,0.18,0.28,0.46,0.18,0.46,Matches
1941,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-185,1998,20,19,1620,18.0,6,2,8,6,0,0,2,1,3.4,3.4,2.2,5.6,65,117,72,0.33,0.11,0.44,0.33,0.44,0.19,0.12,0.31,0.19,0.31,Matches
1942,Pepe Reina,es ESP,GK,Como,it Serie A,42-152,1982,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1943,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-246,2002,19,14,1254,13.9,1,1,2,1,0,0,1,0,1.0,1.0,1.2,2.2,13,70,19,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,Matches
1944,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-225,2000,19,13,1277,14.2,0,1,1,0,0,0,5,0,0.8,0.8,0.3,1.1,13,45,21,0.00,0.07,0.07,0.00,0.07,0.06,0.02,0.08,0.06,0.08,Matches
1945,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-312,1995,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1946,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-012,2003,1,1,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,6,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
1947,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-325,2005,19,19,1691,18.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1948,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-276,1999,20,16,1142,12.7,16,3,19,14,2,2,2,0,9.2,7.7,1.4,9.1,10,18,103,1.26,0.24,1.50,1.10,1.34,0.73,0.11,0.84,0.60,0.72,Matches
1949,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-090,1997,17,17,1351,15.0,1,1,2,1,0,0,7,0,1.1,1.1,0.7,1.9,25,79,61,0.07,0.07,0.13,0.07,0.13,0.08,0.05,0.12,0.08,0.12,Matches
1950,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-078,2002,9,1,165,1.8,2,0,2,2,0,0,1,0,0.2,0.2,0.2,0.4,3,10,11,1.09,0.00,1.09,1.09,1.09,0.09,0.13,0.22,0.09,0.22,Matches
1951,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-227,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1952,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-174,1999,16,16,1440,16.0,0,1,1,0,0,0,6,0,0.7,0.7,0.1,0.8,15,103,4,0.00,0.06,0.06,0.00,0.06,0.04,0.01,0.05,0.04,0.05,Matches
1953,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-162,2001,22,22,1850,20.6,1,1,2,1,0,0,4,0,1.1,1.1,0.4,1.5,29,75,26,0.05,0.05,0.10,0.05,0.10,0.05,0.02,0.07,0.05,0.07,Matches
1954,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-016,1999,21,19,1651,18.3,1,3,4,1,0,0,5,1,1.5,1.5,4.7,6.2,60,125,53,0.05,0.16,0.22,0.05,0.22,0.08,0.26,0.34,0.08,0.34,Matches
1955,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24-308,2000,12,10,888,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,22,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1956,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-006,2002,14,4,484,5.4,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,10,20,7,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches
1957,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-265,1997,8,1,201,2.2,2,1,3,2,0,0,1,0,1.0,1.0,0.9,1.9,6,8,15,0.90,0.45,1.34,0.90,1.34,0.47,0.40,0.86,0.47,0.86,Matches
1958,Diego Rico,es ESP,DF,Getafe,es La Liga,31-342,1993,19,18,1617,18.0,0,2,2,0,0,0,5,0,0.3,0.3,1.8,2.1,20,83,64,0.00,0.11,0.11,0.00,0.11,0.02,0.10,0.12,0.02,0.12,Matches
1959,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22-349,2002,16,6,656,7.3,1,3,4,1,0,0,0,0,1.1,1.1,1.8,2.9,14,29,43,0.14,0.41,0.55,0.14,0.55,0.16,0.24,0.40,0.16,0.40,Matches
1960,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-106,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.57,0.00,0.57,Matches
1961,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-106,1993,20,19,1651,18.3,4,0,4,2,2,2,3,0,2.6,1.0,1.8,2.8,50,44,120,0.22,0.00,0.22,0.11,0.11,0.14,0.10,0.24,0.06,0.16,Matches
1962,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-303,2000,10,4,404,4.5,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,35,19,48,0.00,0.00,0.00,0.00,0.00,0.15,0.12,0.27,0.15,0.27,Matches
1963,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-153,2005,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,6,0.00,0.00,0.00,0.00,0.00,0.22,0.19,0.41,0.22,0.41,Matches
1964,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-091,1995,5,3,202,2.2,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,8,0.00,0.45,0.45,0.00,0.45,0.00,0.01,0.01,0.00,0.01,Matches
1965,Lars Ritzka,de GER,"DF,FW",St. Pauli,de Bundesliga,26-268,1998,11,6,494,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,10,18,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches
1966,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-182,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1967,Sergi Roberto,es ESP,MF,Como,it Serie A,32-358,1992,10,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.7,1.4,8,33,15,0.00,0.15,0.15,0.00,0.15,0.10,0.10,0.20,0.10,0.20,Matches
1968,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-325,1994,21,19,1560,17.3,0,0,0,0,0,0,2,1,0.5,0.5,2.8,3.3,42,122,66,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.19,0.03,0.19,Matches
1969,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-175,1997,23,23,2070,23.0,0,9,9,0,0,0,4,0,0.6,0.6,3.1,3.8,81,85,186,0.00,0.39,0.39,0.00,0.39,0.03,0.14,0.16,0.03,0.16,Matches
1970,Marc Roca,es ESP,MF,Betis,es La Liga,28-065,1996,11,10,794,8.8,0,1,1,0,0,0,3,0,0.5,0.5,0.4,0.9,10,52,10,0.00,0.11,0.11,0.00,0.11,0.06,0.05,0.11,0.06,0.11,Matches
1971,Rodri,es ESP,MF,Manchester City,eng Premier League,28-222,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1972,Rodri,es ESP,FW,Betis,es La Liga,24-259,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19,Matches
1973,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-200,2004,12,4,513,5.7,2,0,2,2,0,0,2,0,0.6,0.6,0.2,0.8,1,7,31,0.35,0.00,0.35,0.35,0.35,0.11,0.04,0.14,0.11,0.14,Matches
1974,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26-216,1998,14,8,688,7.6,1,3,4,1,0,0,3,1,1.0,1.0,1.0,2.0,9,27,28,0.13,0.39,0.52,0.13,0.52,0.13,0.13,0.26,0.13,0.26,Matches
