Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2107,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,32-038,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9,Matches
2108,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-003,2000,18.8,1202,11,149,565,502,64,1202,56,22,39.3,31,55.4,802,4445,2470,68,47,18,39,34,925,126,Matches
2109,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26-335,1998,2.3,194,7,37,110,50,2,194,1,0,0.0,1,100.0,109,489,228,2,3,0,0,2,123,1,Matches
2110,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-232,1999,17.3,851,62,230,430,196,39,851,23,11,47.8,12,52.2,432,2456,1299,24,17,2,20,15,481,33,Matches
2111,Marvin Schulz,de GER,"DF,MF",Holstein Kiel,de Bundesliga,30-015,1995,2.9,194,17,80,87,29,1,194,2,0,0.0,1,50.0,86,459,241,3,4,1,7,2,104,1,Matches
2112,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-242,1992,5.0,168,135,168,0,0,0,168,0,0,,0,,113,511,269,0,0,0,0,0,98,0,Matches
2113,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-139,1998,9.3,410,8,50,166,208,33,410,65,27,41.5,30,46.2,249,2353,1491,47,30,12,32,10,252,67,Matches
2114,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-162,2003,2.9,191,10,38,97,58,5,191,13,2,15.4,7,53.8,112,628,290,5,3,1,5,3,117,14,Matches
2115,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-244,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0,Matches
2116,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-291,2003,2.0,65,2,11,21,34,8,65,8,6,75.0,2,25.0,38,238,154,6,2,2,6,3,40,10,Matches
2117,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-048,1991,4.7,197,21,96,98,3,2,197,1,0,0.0,1,100.0,95,509,286,1,2,0,0,0,101,1,Matches
2118,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19-348,2005,1.0,24,17,24,0,0,0,24,0,0,,0,,12,53,44,0,0,0,0,0,9,0,Matches
2119,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-240,2000,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17,Matches
2120,Nicolas Seiwald,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23-271,2001,11.3,818,61,256,470,97,3,818,5,3,60.0,2,40.0,411,1529,725,10,9,1,3,7,531,15,Matches
2121,Hiroki Sekine,jp JPN,FW,Reims,fr Ligue 1,22-172,2002,0.0,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2122,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32-339,1992,23.0,659,494,646,13,0,0,659,0,0,,0,,339,1966,1001,0,0,0,0,0,267,0,Matches
2123,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-075,1993,17.9,966,90,316,441,220,14,966,41,21,51.2,15,36.6,490,3015,1647,38,23,8,21,9,552,66,Matches
2124,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-023,2000,21.4,999,30,130,345,550,123,999,87,47,54.0,33,37.9,613,4702,2266,87,45,45,54,45,695,186,Matches
2125,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-002,2001,2.5,173,12,88,73,15,0,173,2,0,0.0,1,50.0,72,231,109,1,1,0,0,1,86,2,Matches
2126,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-265,1997,10.2,698,59,305,339,63,12,698,8,5,62.5,3,37.5,432,2287,1306,11,14,0,5,5,437,3,Matches
2127,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-178,1995,1.4,146,4,38,88,22,0,146,4,2,50.0,1,25.0,110,606,260,1,2,0,1,0,108,3,Matches
2128,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-294,1997,9.9,435,18,82,254,106,21,435,25,13,52.0,9,36.0,241,1245,558,14,15,2,14,10,264,13,Matches
2129,Sergi,es ESP,DF,Leganés,es La Liga,32-285,1992,20.5,1215,174,727,476,14,9,1215,3,3,100.0,0,0.0,625,2721,1393,3,3,0,3,0,775,1,Matches
2130,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21-331,2003,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18,Matches
2131,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-244,2003,14.2,492,13,58,270,174,42,492,42,20,47.6,21,50.0,239,1487,733,27,18,8,32,28,365,62,Matches
2132,Ryan Sessegnon,eng ENG,MF,Fulham,eng Premier League,24-257,2000,0.1,8,0,3,4,1,0,8,0,0,,0,,4,15,4,0,0,0,0,2,4,0,Matches
2133,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-095,1992,8.7,465,10,71,186,220,32,465,29,12,41.4,12,41.4,282,1915,932,32,28,9,13,8,310,66,Matches
2134,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-202,1995,0.8,107,3,46,56,5,0,107,0,0,,0,,86,335,143,1,2,0,1,0,93,0,Matches
2135,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-046,1997,6.0,212,182,210,3,0,0,212,0,0,,0,,124,566,283,0,0,0,0,0,103,0,Matches
2136,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29-215,1995,2.1,89,0,10,39,40,11,89,9,2,22.2,6,66.7,49,234,127,6,1,2,9,4,59,13,Matches
2137,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-185,1992,12.1,795,45,259,403,142,6,795,11,8,72.7,3,27.3,444,1539,816,5,11,0,13,7,472,24,Matches
2138,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21-348,2003,7.4,276,3,26,128,124,38,276,28,11,39.3,16,57.1,153,999,434,23,7,7,25,17,199,51,Matches
2139,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-114,1995,13.7,917,38,222,505,198,13,916,9,3,33.3,6,66.7,499,2091,971,8,12,1,18,10,578,14,Matches
2140,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24-327,2000,2.8,158,31,97,54,7,1,158,1,1,100.0,0,0.0,97,446,228,1,1,0,0,0,104,3,Matches
2141,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-205,2005,0.0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0,Matches
2142,Kiliann Sildillia,fr FRA,"DF,FW",Freiburg,de Bundesliga,22-259,2002,0.9,63,10,23,24,16,1,63,0,0,,0,,25,82,45,0,1,0,2,1,34,5,Matches
2143,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-085,1995,1.5,65,3,11,22,34,10,64,0,0,,0,,35,291,152,6,1,3,6,1,39,11,Matches
2144,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-173,1994,20.3,1330,30,218,510,613,120,1330,46,22,47.8,20,43.5,838,5508,2745,74,47,26,14,26,994,156,Matches
2145,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-183,1997,8.2,644,20,135,289,233,16,644,10,9,90.0,1,10.0,353,1676,951,21,24,3,11,1,392,60,Matches
2146,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-195,2002,13.4,454,20,48,207,206,67,452,33,11,33.3,20,60.6,220,1365,605,24,7,17,40,17,305,75,Matches
2147,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-182,1999,7.7,287,18,74,79,145,36,287,27,8,29.6,11,40.7,140,930,522,16,10,6,23,8,158,42,Matches
2148,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18-272,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1,Matches
2149,Rui Silva,pt POR,GK,Betis,es La Liga,30-358,1994,15.0,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0,Matches
2150,Abdallah Sima,sn SEN,FW,Brest,fr Ligue 1,23-227,2001,6.3,235,5,31,88,119,27,235,13,5,38.5,7,53.8,142,1033,366,21,6,10,25,9,167,42,Matches
2151,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-272,2000,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4,Matches
2152,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-209,1995,3.3,136,3,12,63,64,18,136,8,3,37.5,5,62.5,79,372,172,6,6,1,14,10,105,20,Matches
2153,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,22-043,2002,8.8,477,3,84,197,205,32,477,28,12,42.9,14,50.0,279,1513,828,33,18,6,23,8,328,86,Matches
2154,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-202,1995,15.9,652,8,59,215,398,76,650,83,41,49.4,39,47.0,416,3808,2057,90,50,35,37,27,449,131,Matches
2155,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-233,1997,4.0,129,101,127,2,0,0,129,0,0,,0,,77,383,221,0,0,0,1,0,65,0,Matches
2156,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-284,2003,10.3,664,7,56,344,278,37,664,40,16,40.0,20,50.0,366,2225,1259,40,25,11,30,17,492,80,Matches
2157,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-087,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0,Matches
2158,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27-300,1997,4.4,222,4,22,104,98,11,222,8,3,37.5,4,50.0,104,509,166,5,3,3,10,5,153,19,Matches
2159,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-053,1999,15.1,581,25,96,224,268,71,580,33,10,30.3,20,60.6,313,1697,849,35,17,17,29,22,389,119,Matches
2160,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-036,2000,13.2,977,81,381,546,65,18,977,8,5,62.5,3,37.5,574,3208,1926,21,9,4,8,4,625,17,Matches
2161,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-227,1999,2.3,118,5,10,29,79,18,118,16,7,43.8,7,43.8,73,551,278,14,4,7,4,2,78,29,Matches
2162,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-210,1995,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7,Matches
2163,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-145,1995,5.0,398,49,169,207,25,6,398,4,3,75.0,1,25.0,269,1286,705,4,7,2,0,5,296,2,Matches
2164,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-064,1995,8.9,280,14,38,134,109,35,279,11,3,27.3,8,72.7,143,655,275,12,11,6,33,12,194,33,Matches
2165,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-095,1997,16.9,773,40,219,438,129,24,773,29,16,55.2,10,34.5,387,2077,940,24,12,2,14,14,431,32,Matches
2166,Niama Sissoko,ml MLI,FW,Reims,fr Ligue 1,19-045,2005,0.2,8,0,1,1,6,4,8,0,0,,0,,6,26,15,1,0,0,0,1,6,1,Matches
2167,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-172,1996,17.6,593,432,578,16,0,0,593,0,0,,0,,288,1818,1299,0,0,0,0,0,202,0,Matches
2168,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-145,1996,6.9,259,5,29,120,111,22,259,12,5,41.7,7,58.3,161,779,366,16,6,8,15,13,197,49,Matches
2169,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-265,1995,14.0,867,51,251,497,121,11,867,8,7,87.5,1,12.5,471,1936,827,6,8,1,16,5,582,15,Matches
2170,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-136,2000,8.5,424,21,99,270,59,5,424,9,4,44.4,5,55.6,243,987,492,13,7,1,10,5,290,13,Matches
2171,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-063,1999,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1,Matches
2172,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-270,1991,14.0,561,456,556,5,0,0,561,0,0,,0,,361,1685,1001,0,0,0,0,0,345,0,Matches
2173,Andreas Skov Olsen,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,25-032,1999,0.5,37,0,4,16,17,2,37,3,1,33.3,2,66.7,21,145,82,4,2,0,0,1,25,2,Matches
2174,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-255,1996,7.3,437,13,81,196,166,18,436,14,5,35.7,9,64.3,199,1101,565,19,7,7,17,3,223,42,Matches
2175,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29-354,1995,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0,Matches
2176,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-073,1992,6.3,257,4,39,131,95,16,257,16,11,68.8,5,31.3,132,615,300,7,9,2,11,7,166,33,Matches
2177,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-268,2002,0.1,5,0,0,2,3,0,5,0,0,,0,,4,3,1,0,0,0,0,0,3,0,Matches
2178,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24-344,2000,3.2,181,6,21,84,77,11,181,1,1,100.0,0,0.0,72,262,135,2,5,0,8,3,112,15,Matches
2179,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-276,1991,11.5,507,29,173,222,115,3,507,11,4,36.4,4,36.4,217,783,370,7,12,0,10,5,224,16,Matches
2180,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-022,1997,16.4,1028,103,392,495,149,3,1028,2,2,100.0,0,0.0,415,1988,952,10,4,0,7,1,564,4,Matches
2181,Justin Smith,ca CAN,MF,Espanyol,es La Liga,21-361,2003,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7,Matches
2182,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-186,2000,15.1,819,16,111,376,340,41,819,25,13,52.0,10,40.0,548,2770,1471,43,28,10,23,12,643,79,Matches
2183,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-285,1995,0.5,31,5,21,8,2,0,31,0,0,,0,,13,36,10,0,1,0,1,0,11,2,Matches
2184,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-294,2001,19.8,890,31,166,529,209,26,890,15,8,53.3,4,26.7,516,3038,1898,43,32,9,15,13,620,25,Matches
2185,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-235,1999,11.3,432,8,62,157,221,34,432,59,20,33.9,34,57.6,255,1517,595,22,12,9,53,20,292,58,Matches
2186,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-138,1997,17.8,502,25,49,229,230,93,502,42,14,33.3,26,61.9,281,1584,658,27,20,13,44,35,338,71,Matches
2187,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-145,1998,6.6,187,7,26,97,69,13,187,13,6,46.2,7,53.8,104,785,294,13,6,6,10,7,139,25,Matches
2188,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,28-028,1997,10.2,521,12,114,271,140,15,521,13,5,38.5,7,53.8,241,1125,437,9,12,4,7,10,355,20,Matches
2189,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24-358,2000,2.7,194,20,75,104,18,0,194,6,4,66.7,2,33.3,124,536,308,4,2,0,2,3,126,0,Matches
2190,Jhon Solis,co COL,MF,Girona,es La Liga,20-119,2004,4.0,259,9,53,160,49,4,259,9,5,55.6,3,33.3,167,915,397,3,6,0,8,10,200,11,Matches
2191,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-044,1988,21.0,845,682,845,0,0,0,845,0,0,,0,,570,2508,1342,0,0,0,0,0,587,0,Matches
2192,David Soria,es ESP,GK,Getafe,es La Liga,31-301,1993,21.0,587,483,575,12,0,0,587,0,0,,0,,243,1568,1071,0,0,0,2,0,155,0,Matches
2193,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-160,1997,6.0,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,Matches
2194,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-009,1998,10.5,640,19,161,315,170,10,640,7,3,42.9,2,28.6,348,1922,740,11,14,1,7,1,389,44,Matches
2195,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-152,1999,2.7,124,4,28,35,64,11,124,10,7,70.0,3,30.0,62,505,269,10,6,4,5,5,66,14,Matches
2196,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-042,2003,8.0,695,9,117,455,131,4,695,12,4,33.3,5,41.7,437,2190,922,14,13,1,5,6,543,22,Matches
2197,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-097,1990,11.5,664,12,51,300,320,55,664,25,11,44.0,11,44.0,372,1626,898,26,22,5,16,12,511,105,Matches
2198,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-241,1999,9.3,356,2,35,118,217,41,356,27,11,40.7,9,33.3,272,2907,1868,71,31,27,21,8,285,100,Matches
2199,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29-338,1995,17.9,808,71,214,418,179,72,808,7,4,57.1,3,42.9,320,979,349,4,8,2,13,8,488,42,Matches
2200,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-290,2003,6.1,425,4,36,161,233,26,425,43,15,34.9,19,44.2,287,1741,877,31,24,9,17,11,314,61,Matches
2201,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25-338,1999,12.3,795,35,208,504,91,7,795,29,17,58.6,8,27.6,487,2143,1099,16,7,2,13,12,564,10,Matches
2202,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24-112,2000,8.0,319,10,36,139,156,29,319,21,3,14.3,15,71.4,176,1085,463,19,13,3,25,11,214,65,Matches
2203,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27-359,1997,11.1,588,10,110,367,116,19,588,10,1,10.0,7,70.0,305,1648,717,13,13,2,16,5,417,31,Matches
2204,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-210,2002,11.3,735,112,476,245,16,8,735,2,1,50.0,1,50.0,465,1531,687,0,1,0,4,3,548,2,Matches
2205,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-210,2002,1.0,48,17,27,21,0,0,48,0,0,,0,,20,102,61,1,0,0,0,0,26,0,Matches
2206,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-174,2000,6.6,531,25,181,241,115,10,531,31,16,51.6,13,41.9,301,1720,919,20,13,3,9,11,343,30,Matches
2207,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31-311,1993,6.1,410,14,88,185,141,19,410,24,10,41.7,11,45.8,255,1927,1098,36,29,13,7,9,282,34,Matches
2208,Anton Stach,de GER,"DF,MF",Hoffenheim,de Bundesliga,26-076,1998,17.0,1208,86,378,680,159,15,1208,19,9,47.4,9,47.4,661,3317,1927,16,13,3,10,6,753,19,Matches
2209,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-083,1996,13.4,725,22,183,372,175,46,725,13,5,38.5,7,53.8,381,1458,687,15,15,3,15,2,471,49,Matches
2210,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-303,2000,0.6,37,2,9,16,13,1,37,1,1,100.0,0,0.0,23,154,72,2,3,0,0,0,23,3,Matches
2211,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22-340,2002,15.0,560,481,555,5,0,0,560,0,0,,0,,337,1795,1153,0,0,0,0,0,299,0,Matches
2212,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-067,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2213,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-243,1995,17.1,1203,190,658,530,20,9,1203,0,0,,0,,709,2918,1451,3,2,1,8,0,824,1,Matches
2214,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-291,1995,11.9,794,93,429,335,30,10,794,1,1,100.0,0,0.0,449,1888,847,6,2,0,3,0,504,2,Matches
2215,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-063,2004,9.9,309,5,19,122,171,37,309,17,6,35.3,10,58.8,151,673,315,16,8,8,25,12,223,68,Matches
2216,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-165,1990,2.0,114,107,114,0,0,0,114,0,0,,0,,91,361,151,0,0,0,0,0,83,0,Matches
2217,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-154,2004,5.3,158,7,14,67,78,25,158,2,0,0.0,2,100.0,66,249,87,4,2,4,9,7,116,33,Matches
2218,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-316,1996,1.5,120,5,38,52,31,3,120,0,0,,0,,61,184,84,1,1,0,1,0,67,6,Matches
2219,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-003,1994,8.8,690,70,280,339,75,5,690,3,0,0.0,3,100.0,386,1846,929,11,9,0,1,1,509,1,Matches
2220,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22-333,2002,2.3,188,8,45,103,40,0,188,3,1,33.3,2,66.7,102,448,195,3,5,0,2,1,114,5,Matches
2221,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-053,1994,2.4,128,1,3,27,99,23,128,16,8,50.0,3,18.8,96,715,415,13,5,11,5,9,98,36,Matches
2222,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-247,2007,0.3,13,0,1,10,2,0,13,3,1,33.3,2,66.7,10,30,13,0,0,0,2,0,12,0,Matches
2223,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-295,2003,0.0,2,0,0,1,1,0,2,0,0,,0,,1,3,2,0,0,0,0,0,1,0,Matches
2224,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,28-203,1996,1.5,61,5,13,30,18,2,61,2,1,50.0,1,50.0,34,144,54,1,0,0,1,5,46,5,Matches
2225,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-301,2001,18.3,1670,44,320,1034,322,15,1670,22,16,72.7,6,27.3,923,4026,2137,23,20,1,8,16,1285,40,Matches
2226,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,31-156,1993,10.1,818,16,98,411,310,20,817,21,10,47.6,9,42.9,436,2277,1092,25,23,5,18,14,577,65,Matches
2227,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-086,1993,7.8,304,6,39,135,135,28,304,18,6,33.3,9,50.0,179,938,377,9,5,3,20,7,194,41,Matches
2228,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-115,1995,0.0,3,1,2,1,0,0,3,0,0,,0,,2,5,1,0,0,0,0,0,1,0,Matches
2229,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-042,2000,6.0,241,179,236,6,0,0,241,0,0,,0,,130,592,396,0,0,0,1,0,131,0,Matches
2230,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-247,1994,4.1,306,19,85,163,60,4,306,0,0,,0,,198,1429,803,8,11,0,1,0,228,1,Matches
2231,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24-359,2000,20.4,475,27,65,229,182,71,475,10,4,40.0,6,60.0,215,771,279,9,7,6,57,21,337,63,Matches
2232,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-287,1997,17.9,923,18,126,383,422,49,923,57,27,47.4,24,42.1,650,3332,1549,39,26,14,36,38,699,92,Matches
2233,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-110,1986,4.0,101,4,13,38,50,27,99,4,2,50.0,2,50.0,40,153,33,1,0,1,10,3,66,17,Matches
2234,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31-318,1993,16.8,1013,171,589,399,27,7,1013,0,0,,0,,517,2289,1137,1,2,0,4,1,652,1,Matches
2235,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-024,1994,3.7,169,1,28,71,70,14,169,11,7,63.6,3,27.3,96,647,384,11,7,3,11,3,120,17,Matches
2236,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-174,1997,12.1,741,25,184,338,230,18,741,23,16,69.6,6,26.1,384,1733,1061,24,16,5,15,8,430,62,Matches
2237,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-144,2002,13.0,701,11,94,384,230,24,701,35,17,48.6,14,40.0,426,2433,1039,20,24,3,20,13,507,31,Matches
2238,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,24-216,2000,12.8,831,50,250,335,249,21,831,14,8,57.1,5,35.7,441,2136,1169,25,14,5,13,3,560,57,Matches
2239,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-149,1995,5.4,502,66,241,242,20,6,502,3,2,66.7,1,33.3,303,1313,717,3,1,0,1,0,393,4,Matches
2240,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-253,2003,0.3,23,0,2,19,2,0,23,1,0,0.0,0,0.0,15,78,27,0,0,0,1,1,18,0,Matches
2241,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22-350,2002,3.2,143,6,21,44,79,12,143,22,8,36.4,12,54.5,98,687,344,11,7,6,11,9,105,21,Matches
2242,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-092,2001,8.7,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71,Matches
2243,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-237,2002,14.1,505,7,80,230,207,16,505,48,23,47.9,18,37.5,290,1932,632,17,19,5,30,24,300,51,Matches
2244,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-072,1993,1.6,117,0,14,42,65,3,117,15,7,46.7,7,46.7,79,424,235,6,7,1,3,4,83,12,Matches
2245,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-162,2002,20.8,924,756,919,5,0,0,924,0,0,,0,,540,2703,1786,0,0,0,1,0,451,0,Matches
2246,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-025,1999,6.6,199,9,39,88,75,16,199,16,6,37.5,8,50.0,98,380,157,2,10,1,9,6,113,24,Matches
2247,Marin Šverko,hr CRO,DF,Venezia,it Serie A,26-361,1998,11.6,682,85,318,323,49,3,682,10,6,60.0,2,20.0,345,1597,942,8,3,0,8,4,376,1,Matches
