Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
521,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-033,2003,17.5,877,99,464,395,23,11,877,3,1,33.3,2,66.7,437,2298,901,4,2,0,3,2,467,2,Matches
522,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-080,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,Matches
523,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-066,1997,8.5,835,59,316,484,36,7,835,2,0,0.0,2,100.0,586,2554,1399,5,5,0,3,1,668,5,Matches
524,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-125,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5,Matches
525,Maxwel Cornet,ci CIV,FW,Genoa,it Serie A,28-125,1996,0.4,18,1,4,8,6,1,18,2,1,50.0,0,0.0,12,38,23,1,1,1,0,0,14,4,Matches
526,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-049,1996,4.2,253,22,113,99,46,0,253,5,1,20.0,4,80.0,123,481,228,6,5,0,3,2,131,12,Matches
527,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-327,1995,6.2,282,3,35,79,173,59,282,24,11,45.8,13,54.2,183,893,409,16,11,7,20,11,204,57,Matches
528,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-170,1994,1.7,82,0,1,44,38,8,82,0,0,,0,,50,207,112,4,2,1,2,1,74,11,Matches
529,Thierry Correia,pt POR,DF,Valencia,es La Liga,25-327,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,Matches
530,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-188,2002,5.8,222,5,39,77,111,22,222,25,6,24.0,16,64.0,118,1017,517,21,13,13,10,11,121,37,Matches
531,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-201,1993,8.3,493,42,219,249,29,0,493,4,1,25.0,3,75.0,265,1069,412,5,4,1,9,4,305,8,Matches
532,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-025,2001,3.9,200,1,17,86,100,15,200,9,2,22.2,7,77.8,118,810,500,14,12,4,11,5,158,20,Matches
533,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-304,2001,14.7,916,143,495,393,32,9,916,1,0,0.0,1,100.0,544,2920,1596,14,8,0,3,0,635,8,Matches
534,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-304,2001,1.0,69,12,34,33,3,0,69,0,0,,0,,37,179,115,1,0,0,0,1,42,1,Matches
535,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-064,2000,16.7,1055,58,249,628,185,22,1055,16,5,31.3,9,56.3,606,2409,898,13,10,1,22,22,734,43,Matches
536,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-302,1999,1.0,44,35,44,0,0,0,44,0,0,,0,,27,188,121,0,0,0,0,0,25,0,Matches
537,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-161,1992,7.4,452,38,172,179,102,8,452,7,2,28.6,2,28.6,179,889,408,11,4,1,8,5,235,21,Matches
538,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-295,1996,15.8,676,49,184,423,78,8,676,20,7,35.0,9,45.0,354,1882,655,7,9,0,13,11,404,16,Matches
539,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-103,2002,0.4,15,0,3,5,8,2,15,2,1,50.0,1,50.0,9,47,22,0,0,0,1,0,12,3,Matches
540,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-108,2003,4.4,325,44,180,137,9,4,325,2,0,0.0,2,100.0,192,821,414,1,2,0,3,0,213,0,Matches
541,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23-347,2001,4.9,192,3,23,76,98,23,192,17,13,76.5,4,23.5,119,1020,448,22,10,8,15,11,129,32,Matches
542,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-255,1999,0.0,4,0,3,2,0,0,4,0,0,,0,,3,17,4,0,0,0,1,0,1,0,Matches
543,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-255,1999,12.0,706,34,213,388,110,12,706,17,8,47.1,8,47.1,404,2492,1389,36,15,9,19,11,439,23,Matches
544,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-264,1992,18.0,687,595,684,3,0,0,687,1,0,0.0,1,100.0,411,2025,1304,0,0,0,0,0,446,0,Matches
545,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-241,2002,6.3,527,16,138,247,148,12,527,21,10,47.6,9,42.9,308,1816,934,30,19,5,12,3,345,49,Matches
546,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-022,1999,14.2,668,47,225,286,162,23,668,16,5,31.3,10,62.5,255,1221,548,17,3,1,21,3,296,29,Matches
547,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-046,1989,2.3,165,10,55,79,33,1,165,0,0,,0,,76,285,119,3,5,0,1,0,96,2,Matches
548,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-166,2002,15.8,1067,191,583,450,43,22,1067,7,3,42.9,3,42.9,572,2528,1144,7,5,1,11,0,655,5,Matches
549,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-333,1995,11.2,790,29,122,553,116,19,790,4,2,50.0,1,25.0,443,2530,1330,15,16,2,12,5,566,14,Matches
550,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-073,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6,Matches
551,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-186,1992,8.8,427,31,143,217,71,4,427,4,1,25.0,2,50.0,148,537,347,7,4,2,7,1,187,10,Matches
552,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24-280,2000,13.9,567,14,108,210,259,28,567,53,28,52.8,22,41.5,332,2184,1013,37,26,17,21,16,344,80,Matches
553,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-249,1988,3.5,259,9,38,106,117,14,259,17,8,47.1,5,29.4,171,880,582,19,19,5,3,5,198,40,Matches
554,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-008,2007,18.5,1785,126,692,1055,41,16,1785,4,4,100.0,0,0.0,1135,5444,3099,13,8,0,4,1,1409,4,Matches
555,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-192,1998,19.0,1264,67,384,611,274,37,1264,7,2,28.6,5,71.4,533,2264,1375,22,10,1,14,4,797,64,Matches
556,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-074,1999,1.0,52,15,35,17,1,0,52,0,0,,0,,13,47,29,0,0,0,0,0,22,0,Matches
557,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-248,1999,19.8,1025,17,134,476,454,91,1024,93,41,44.1,41,44.1,582,4662,2339,79,61,29,54,34,678,118,Matches
558,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-027,1998,16.9,521,4,22,218,284,84,520,18,8,44.4,7,38.9,325,1515,672,37,8,18,45,22,378,111,Matches
559,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-170,2000,4.9,175,15,26,77,73,15,175,9,4,44.4,5,55.6,97,467,201,7,4,2,10,5,125,24,Matches
560,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-002,1995,0.3,28,2,8,11,9,1,28,0,0,,0,,11,46,33,1,1,1,0,0,15,0,Matches
561,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-143,1988,6.7,372,53,188,131,55,11,372,2,0,0.0,2,100.0,191,677,335,4,2,0,8,1,213,10,Matches
562,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-235,2001,14.5,926,32,192,480,259,20,926,15,7,46.7,8,53.3,593,3197,1589,34,30,9,10,10,650,47,Matches
563,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24-332,2000,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,Matches
564,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26-309,1998,4.0,165,111,158,7,0,0,165,0,0,,0,,96,449,246,0,0,0,0,0,84,0,Matches
565,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-029,1996,3.6,239,7,57,139,44,3,239,3,1,33.3,2,66.7,143,461,195,0,6,0,3,2,174,6,Matches
566,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-113,1998,3.1,96,6,15,41,43,14,96,5,1,20.0,2,40.0,51,238,107,3,4,1,4,7,59,16,Matches
567,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22-330,2002,2.7,256,40,143,109,4,0,256,0,0,,0,,144,736,410,1,0,0,2,0,168,0,Matches
568,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-180,2000,4.9,207,5,14,95,99,33,207,8,2,25.0,6,75.0,119,500,114,5,3,4,23,11,156,40,Matches
569,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-318,1999,21.6,1380,84,467,563,361,36,1380,27,13,48.1,12,44.4,769,3422,1831,39,30,9,26,8,824,104,Matches
570,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-211,2000,18.9,1095,27,217,505,391,39,1095,56,30,53.6,20,35.7,632,3600,1853,43,33,5,33,32,723,73,Matches
571,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-278,2001,8.3,395,30,166,185,48,8,395,7,4,57.1,3,42.9,199,1006,550,8,3,0,5,3,222,7,Matches
572,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-276,2001,0.2,6,0,2,4,0,0,6,3,1,33.3,2,66.7,4,26,3,0,0,0,1,0,3,0,Matches
573,Danilo,br BRA,DF,Juventus,it Serie A,33-199,1991,6.5,625,43,209,350,70,4,625,0,0,,0,,381,2018,1136,16,9,2,4,2,476,7,Matches
574,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27-365,1997,2.2,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17,Matches
575,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27-365,1997,8.9,357,5,41,94,225,45,357,38,13,34.2,23,60.5,235,2077,1147,54,18,21,17,4,265,110,Matches
576,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-014,2006,0.1,2,0,0,0,2,0,2,0,0,,0,,1,2,1,0,0,0,0,1,1,0,Matches
577,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-216,2004,9.8,576,26,123,305,158,23,576,26,13,50.0,13,50.0,349,1712,816,13,17,1,12,16,372,31,Matches
578,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-133,1998,12.0,946,108,417,474,62,17,946,6,1,16.7,3,50.0,489,2756,1602,9,17,0,12,6,551,1,Matches
579,Dante,br BRA,DF,Nice,fr Ligue 1,41-104,1983,11.3,878,81,435,401,46,11,878,9,3,33.3,5,55.6,504,2366,1369,10,5,0,11,3,612,6,Matches
580,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.8,72,2,12,44,16,5,72,4,0,0.0,4,100.0,39,155,70,2,2,0,3,1,51,3,Matches
581,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-023,2002,0.2,8,1,1,4,3,3,8,0,0,,0,,5,59,45,3,0,3,2,1,7,2,Matches
582,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-006,2006,7.6,304,12,67,162,75,9,304,3,0,0.0,2,66.7,137,406,139,1,3,0,10,3,163,13,Matches
583,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-039,1993,14.7,735,8,78,403,262,15,735,36,14,38.9,18,50.0,415,2474,1059,24,32,2,18,14,476,50,Matches
584,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-059,1989,11.9,705,32,209,319,180,18,705,7,4,57.1,2,28.6,361,1128,533,6,6,4,9,6,491,64,Matches
585,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-121,1998,4.6,213,5,26,100,90,14,212,15,5,33.3,10,66.7,116,606,260,8,7,1,21,2,131,19,Matches
586,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-022,2001,5.1,401,13,135,220,52,3,401,7,4,57.1,0,0.0,242,1342,774,14,11,0,6,4,285,19,Matches
587,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-016,2000,16.1,520,11,32,216,275,82,514,22,11,50.0,9,40.9,277,1353,627,20,14,12,41,18,383,95,Matches
588,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-089,2000,15.1,1302,27,228,652,438,44,1302,65,29,44.6,30,46.2,800,4482,2350,70,47,19,31,15,955,128,Matches
589,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-281,1993,5.0,423,63,220,183,20,3,423,0,0,,0,,247,1257,745,4,5,0,1,0,299,4,Matches
590,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-352,1998,7.6,269,4,14,132,126,40,269,22,11,50.0,11,50.0,161,1097,414,16,8,9,24,16,222,45,Matches
591,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-018,2000,22.5,1135,95,418,355,378,34,1135,34,11,32.4,17,50.0,504,2808,1517,38,19,9,29,8,579,95,Matches
592,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,fr Ligue 1,23-350,2001,17.1,712,6,77,315,337,54,711,65,26,40.0,35,53.8,416,3020,1265,51,39,23,38,40,487,94,Matches
593,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-255,1995,10.4,557,64,234,299,25,6,557,2,2,100.0,0,0.0,303,1547,841,7,5,0,2,1,348,3,Matches
594,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-269,1990,10.8,671,130,396,249,28,14,671,5,1,20.0,2,40.0,390,1819,938,6,1,0,2,0,443,5,Matches
595,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-216,1991,11.0,870,9,50,293,533,50,870,21,9,42.9,10,47.6,494,2473,1335,35,34,14,16,20,658,99,Matches
596,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-326,2001,15.2,789,5,54,333,416,77,789,56,25,44.6,28,50.0,521,3469,1787,61,45,24,33,35,639,133,Matches
597,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-251,1994,12.4,1047,13,148,613,294,12,1047,18,8,44.4,7,38.9,709,3905,2086,39,31,0,12,18,827,47,Matches
598,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23-363,2001,2.0,68,59,66,2,0,0,68,0,0,,0,,35,180,118,0,0,0,0,0,22,0,Matches
599,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-102,1992,3.7,175,12,55,97,23,4,175,3,1,33.3,2,66.7,72,291,122,1,1,0,0,1,88,4,Matches
600,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-252,1988,6.0,338,20,96,170,72,4,338,3,1,33.3,2,66.7,155,566,218,2,1,0,5,1,189,17,Matches
601,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-239,1998,2.1,146,24,79,62,6,1,146,1,0,0.0,1,100.0,83,379,212,1,0,0,2,0,94,2,Matches
602,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-232,2002,11.1,665,61,313,309,49,21,665,2,1,50.0,1,50.0,329,1827,926,6,3,0,6,3,420,7,Matches
603,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-182,1995,9.1,402,29,99,212,95,13,402,2,2,100.0,0,0.0,186,701,292,5,3,0,8,6,232,18,Matches
604,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-307,1996,10.6,652,3,46,299,316,35,648,36,15,41.7,21,58.3,341,1742,745,23,23,7,30,13,440,88,Matches
605,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-081,1999,18.7,1091,169,553,443,100,25,1091,1,1,100.0,0,0.0,603,2468,1240,4,6,3,7,1,654,9,Matches
606,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21-357,2003,18.6,390,20,47,160,194,53,388,53,24,45.3,24,45.3,266,2086,954,35,30,16,67,45,313,68,Matches
607,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23-359,2001,7.1,306,8,42,169,98,19,306,15,10,66.7,3,20.0,180,1076,541,17,5,8,12,11,237,44,Matches
608,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24-299,2000,0.7,75,3,30,26,19,2,75,1,0,0.0,1,100.0,31,225,72,2,0,0,0,0,31,1,Matches
609,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-025,2004,1.3,77,5,27,36,15,1,77,2,1,50.0,1,50.0,34,155,92,3,2,0,2,3,41,1,Matches
610,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27-260,1997,11.6,868,1,34,307,532,96,867,66,29,43.9,36,54.5,576,4074,2315,87,59,40,30,18,736,155,Matches
611,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26-311,1998,12.6,379,3,22,166,192,74,377,18,3,16.7,15,83.3,200,898,376,14,9,3,21,19,298,77,Matches
612,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-041,2001,17.9,971,178,491,362,120,26,971,7,4,57.1,3,42.9,402,1776,842,5,8,0,9,4,535,23,Matches
613,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30-298,1994,17.0,535,439,530,5,0,0,535,0,0,,0,,278,1669,1037,0,0,0,2,0,239,0,Matches
614,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,21-111,2003,3.0,151,4,29,72,53,4,151,2,1,50.0,1,50.0,68,376,182,3,4,1,7,2,89,7,Matches
615,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,eng Premier League,26-146,1998,1.5,99,2,17,50,32,5,99,3,1,33.3,2,66.7,53,281,130,3,0,0,1,3,77,7,Matches
616,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27-187,1997,17.0,525,449,521,4,0,0,525,0,0,,0,,341,1750,1037,0,0,0,0,0,320,0,Matches
617,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,31-179,1993,22.0,1522,71,404,730,394,41,1522,23,4,17.4,14,60.9,720,3149,1715,31,23,5,16,7,1028,100,Matches
618,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,28-075,1996,13.1,419,7,45,219,159,47,419,26,10,38.5,14,53.8,236,1234,403,11,6,5,19,16,325,57,Matches
619,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-042,1996,0.1,5,1,3,2,0,0,5,0,0,,0,,3,24,17,0,0,0,0,0,2,0,Matches
620,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,19-130,2005,3.0,148,3,15,55,80,19,148,24,10,41.7,12,50.0,113,1122,508,22,10,14,13,3,118,30,Matches
621,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,24-024,2001,19.0,1491,127,590,856,49,11,1491,3,3,100.0,0,0.0,983,4607,2826,9,9,0,3,2,1139,2,Matches
622,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,21-041,2003,14.5,467,9,55,228,198,48,467,50,18,36.0,31,62.0,269,1574,631,19,17,3,49,27,328,71,Matches
623,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,22-203,2002,16.7,953,12,147,353,469,100,953,70,34,48.6,32,45.7,615,4251,2170,86,46,46,34,31,670,142,Matches
624,Assane Diao,es ESP,"FW,MF",Como,it Serie A,19-145,2005,3.8,142,2,18,57,69,11,142,20,3,15.0,11,55.0,103,677,354,11,13,4,10,10,106,37,Matches
625,Assane Diao,es ESP,FW,Betis,es La Liga,19-145,2005,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches
626,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,21-027,2004,17.2,766,26,162,434,178,25,764,34,10,29.4,23,67.6,459,2276,1170,40,15,8,20,18,567,64,Matches
627,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24-081,2000,13.4,655,33,254,340,65,7,655,8,4,50.0,3,37.5,340,1377,661,8,4,2,13,8,389,14,Matches
628,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27-261,1997,13.1,1313,121,425,686,204,15,1313,1,0,0.0,1,100.0,920,5230,3094,19,38,1,3,1,1068,5,Matches
629,Krépin Diatta,sn SEN,DF,Monaco,fr Ligue 1,25-340,1999,2.4,173,7,42,81,53,6,173,3,3,100.0,0,0.0,90,520,268,6,4,0,5,0,92,19,Matches
630,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24-355,2000,0.0,4,0,1,3,0,0,4,0,0,,0,,2,2,0,0,0,0,0,2,2,0,Matches
631,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19-348,2005,0.5,29,1,5,20,4,2,29,1,1,100.0,0,0.0,16,96,39,1,0,0,1,1,19,0,Matches
632,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19-348,2005,0.2,9,0,0,8,2,1,9,0,0,,0,,2,36,28,1,1,0,0,1,3,0,Matches
633,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25-180,1999,8.6,469,3,48,246,182,28,469,28,16,57.1,10,35.7,295,1395,648,17,7,3,21,17,374,57,Matches
634,Luis Díaz,co COL,FW,Liverpool,eng Premier League,28-017,1997,14.9,657,9,49,234,387,95,657,69,28,40.6,33,47.8,432,3218,1643,59,32,32,31,29,517,141,Matches
635,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26-239,1998,2.4,139,3,26,62,51,3,139,6,3,50.0,3,50.0,61,328,161,3,4,0,4,3,77,5,Matches
636,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18-324,2006,13.7,573,15,65,261,260,31,573,76,28,36.8,31,40.8,376,3174,1655,51,38,20,31,35,436,70,Matches
637,Diego,es ESP,"FW,MF",Leganés,es La Liga,24-287,2000,4.7,141,6,10,56,77,17,141,6,2,33.3,4,66.7,77,387,132,6,3,2,21,5,108,21,Matches
638,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,20-064,2004,0.9,73,1,5,20,49,9,73,10,2,20.0,8,80.0,50,371,187,5,2,3,1,3,55,18,Matches
639,Bamba Dieng,sn SEN,"FW,MF",Angers,fr Ligue 1,24-313,2000,4.7,125,3,11,44,70,20,125,13,2,15.4,10,76.9,75,353,170,5,4,3,11,5,107,27,Matches
640,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,31-015,1994,4.3,452,29,145,290,20,5,452,2,1,50.0,1,50.0,259,1237,627,3,6,0,2,0,335,0,Matches
641,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31-194,1993,19.2,1169,71,408,349,422,24,1169,15,8,53.3,7,46.7,542,2451,1110,18,12,3,13,11,641,111,Matches
642,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18-362,2006,0.0,4,0,0,1,3,1,4,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0,Matches
643,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,27-081,1997,15.7,916,21,145,325,456,51,916,7,3,42.9,4,57.1,495,1966,1128,24,25,5,13,3,629,158,Matches
644,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31-036,1993,4.0,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,Matches
645,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,24-070,2000,3.1,155,5,25,70,61,16,155,11,5,45.5,5,45.5,81,400,193,5,6,3,7,4,102,27,Matches
646,Eren Dinkçi,de GER,MF,Freiburg,de Bundesliga,23-048,2001,9.9,407,3,39,193,184,27,407,21,11,52.4,10,47.6,206,1354,750,26,19,6,22,12,270,61,Matches
647,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23-296,2001,11.8,614,81,317,269,30,9,614,6,3,50.0,3,50.0,322,1285,648,1,3,0,8,1,356,4,Matches
648,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,32-041,1992,0.2,6,0,0,1,5,2,6,0,0,,0,,4,19,0,0,0,0,2,0,6,2,Matches
649,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-021,1997,11.9,733,106,399,317,18,11,733,1,1,100.0,0,0.0,441,2002,1020,4,2,0,7,1,509,1,Matches
650,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24-235,2000,8.0,472,15,68,233,177,22,472,16,6,37.5,9,56.3,237,1147,506,12,12,2,11,8,311,35,Matches
651,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21-258,2003,14.4,806,17,101,421,300,29,806,43,22,51.2,18,41.9,424,2856,1567,49,42,6,40,17,546,45,Matches
652,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,25-075,1999,19.0,756,611,749,7,0,0,756,0,0,,0,,406,1969,1211,0,0,0,1,0,366,0,Matches
653,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27-132,1997,2.1,126,9,32,87,11,1,126,1,0,0.0,0,0.0,72,321,97,0,1,0,3,0,74,1,Matches
654,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26-325,1998,4.0,323,17,110,175,40,2,323,1,1,100.0,0,0.0,196,953,519,6,3,0,1,3,242,2,Matches
655,Roman Dixon,eng ENG,DF,Everton,eng Premier League,20-035,2004,1.0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,0,2,0,13,1,Matches
656,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-167,1999,4.9,154,2,15,52,91,18,154,23,9,39.1,13,56.5,100,590,330,15,15,5,20,8,111,42,Matches
657,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33-030,1991,17.0,690,66,270,355,75,12,690,12,4,33.3,6,50.0,312,1649,873,11,5,1,9,6,320,10,Matches
658,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31-346,1993,16.7,1136,76,486,546,106,20,1136,3,1,33.3,0,0.0,609,3164,1553,13,17,1,4,0,746,21,Matches
659,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,33-006,1992,15.0,564,467,562,2,0,0,564,1,1,100.0,0,0.0,253,1544,862,0,0,0,0,0,163,0,Matches
660,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26-228,1998,17.7,823,18,119,384,335,60,823,70,32,45.7,35,50.0,440,2537,1135,32,31,12,28,31,568,96,Matches
661,Dodô,br BRA,DF,Fiorentina,it Serie A,26-074,1998,19.7,1260,56,345,541,394,41,1260,76,35,46.1,31,40.8,743,5111,3012,87,54,17,45,13,766,113,Matches
662,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26-214,1998,19.0,1017,89,463,463,98,40,1017,4,3,75.0,0,0.0,549,2576,1323,10,6,0,9,4,634,10,Matches
