Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
2027,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27-363,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2028,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-363,1997,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2029,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-217,1999,7.1,23,3.26,19,0,0,3,1,0,4,0.57,1,0,0,2,1,0,Matches
2030,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-217,1999,1.0,9,9.00,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2031,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-074,1996,7.9,7,0.88,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2032,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25-340,1999,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2033,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-291,1999,16.3,8,0.49,5,0,2,0,1,0,2,0.12,1,0,1,0,0,0,Matches
2034,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-000,2004,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2035,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23-233,2001,10.5,48,4.58,39,1,4,3,1,0,5,0.48,4,0,0,1,0,0,Matches
2036,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,29-286,1995,4.5,15,3.37,10,0,3,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2037,Théo Sainte-Luce,fr FRA,"DF,MF",Montpellier,fr Ligue 1,26-102,1998,1.7,1,0.59,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2038,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-147,2001,14.1,89,6.32,52,17,9,8,3,0,21,1.49,12,5,2,1,1,0,Matches
2039,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-016,2008,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2040,Marco Sala,it ITA,DF,Como,it Serie A,25-240,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2041,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-153,2001,3.7,11,2.95,8,0,2,1,0,0,2,0.54,1,0,0,1,0,0,Matches
2042,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-229,1992,21.6,103,4.77,71,1,15,10,4,2,16,0.74,13,0,2,1,0,0,Matches
2043,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-196,2000,3.5,7,2.02,4,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
2044,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-282,2002,10.2,10,0.98,10,0,0,0,0,0,4,0.39,4,0,0,0,0,0,Matches
2045,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28-140,1996,15.6,43,2.75,31,7,1,2,2,0,3,0.19,2,0,0,0,1,0,Matches
2046,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23-312,2001,20.3,17,0.84,16,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
2047,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-288,1999,10.3,13,1.26,10,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
2048,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27-253,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2049,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-070,1992,8.8,3,0.34,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
2050,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,it Serie A,22-341,2002,8.6,62,7.18,38,11,7,5,0,1,6,0.69,5,0,0,1,0,0,Matches
2051,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-019,1996,3.2,4,1.25,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2052,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-085,1995,0.4,1,2.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2053,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-085,1995,8.9,29,3.25,20,0,2,2,3,2,2,0.22,2,0,0,0,0,0,Matches
2054,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-280,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2055,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-280,1994,15.0,4,0.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2056,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-100,1999,11.4,20,1.75,20,0,0,0,0,0,2,0.18,2,0,0,0,0,0,Matches
2057,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,28-145,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2058,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20-276,2004,1.0,2,1.91,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2059,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28-332,1996,10.8,16,1.48,12,0,0,2,2,0,1,0.09,1,0,0,0,0,0,Matches
2060,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-280,2000,11.4,30,2.62,26,0,2,1,1,0,4,0.35,3,0,0,1,0,0,Matches
2061,Alexis Sánchez,cl CHI,"FW,MF",Udinese,it Serie A,36-042,1988,1.8,9,5.06,5,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
2062,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28-029,1997,9.6,11,1.15,9,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2063,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,32-129,1992,9.0,26,2.91,16,4,2,0,4,0,2,0.22,2,0,0,0,0,0,Matches
2064,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27-322,1997,13.8,8,0.58,7,0,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
2065,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21-168,2003,8.4,16,1.91,14,0,0,2,0,0,2,0.24,2,0,0,0,0,0,Matches
2066,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-159,2000,15.4,19,1.23,14,2,0,2,1,0,1,0.06,1,0,0,0,0,0,Matches
2067,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-073,1997,21.0,4,0.19,3,1,0,0,0,0,2,0.10,1,1,0,0,0,0,Matches
2068,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24-311,2000,11.8,45,3.81,41,0,2,0,2,0,9,0.76,8,0,0,0,1,0,Matches
2069,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26-344,1998,8.3,13,1.56,7,3,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
2070,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24-208,2000,2.0,3,1.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2071,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-019,1996,9.2,37,4.01,29,0,3,1,3,1,5,0.54,4,0,0,0,0,1,Matches
2072,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-293,2002,7.6,8,1.05,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2073,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-059,1997,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2074,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18-338,2006,7.9,11,1.39,10,1,0,0,0,0,3,0.38,2,1,0,0,0,0,Matches
2075,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-031,2000,18.8,32,1.70,25,0,1,2,2,2,4,0.21,3,0,0,0,0,1,Matches
2076,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,33-142,1991,0.7,5,6.92,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2077,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29-327,1995,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2078,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29-327,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0,Matches
2079,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-250,2004,3.5,4,1.14,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2080,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-272,2004,17.7,31,1.75,23,0,1,1,2,4,3,0.17,1,0,0,0,1,1,Matches
2081,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21-294,2003,4.5,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2082,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-191,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0,Matches
2083,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32-264,1992,3.9,10,2.58,6,3,1,0,0,0,1,0.26,0,0,1,0,0,0,Matches
2084,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-228,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2085,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23-325,2001,7.9,14,1.77,12,0,0,2,0,0,2,0.25,1,0,0,1,0,0,Matches
2086,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,26-340,1998,16.7,65,3.89,46,0,5,5,9,0,7,0.42,4,0,1,0,2,0,Matches
2087,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-007,1999,5.3,3,0.57,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2088,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19-154,2005,12.5,6,0.48,4,0,0,2,0,0,1,0.08,0,0,0,1,0,0,Matches
2089,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23-345,2001,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2090,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22-223,2002,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2091,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,33-039,1991,15.9,79,4.96,43,22,3,3,5,3,6,0.38,3,2,0,0,1,0,Matches
2092,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20-295,2004,12.0,75,6.25,50,2,12,4,6,1,11,0.92,6,0,2,1,1,1,Matches
2093,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21-317,2003,13.5,22,1.63,22,0,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches
2094,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22-364,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2095,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-030,2002,16.7,17,1.02,14,1,0,0,1,1,2,0.12,2,0,0,0,0,0,Matches
2096,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-050,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2097,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,19-049,2005,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2098,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-064,2001,11.9,22,1.84,14,0,2,3,2,1,6,0.50,4,0,0,2,0,0,Matches
2099,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25-292,1999,8.8,19,2.15,12,0,1,1,5,0,3,0.34,2,0,1,0,0,0,Matches
2100,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-041,1991,17.8,17,0.96,12,0,1,0,2,2,2,0.11,2,0,0,0,0,0,Matches
2101,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-006,1996,8.7,16,1.84,10,0,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches
2102,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,30-277,1994,2.0,4,1.97,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2103,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-171,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2104,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-124,1997,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2105,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27-277,1997,11.7,18,1.54,14,0,1,2,0,1,2,0.17,2,0,0,0,0,0,Matches
2106,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-060,1999,16.0,33,2.06,28,1,1,1,1,1,4,0.25,4,0,0,0,0,0,Matches
2107,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,32-038,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2108,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-003,2000,18.8,82,4.37,65,4,3,6,3,1,10,0.53,9,0,0,1,0,0,Matches
2109,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26-335,1998,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0,Matches
2110,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-232,1999,17.3,29,1.68,20,0,3,5,1,0,2,0.12,1,0,0,1,0,0,Matches
2111,Marvin Schulz,de GER,"DF,MF",Holstein Kiel,de Bundesliga,30-015,1995,2.9,8,2.77,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2112,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-242,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2113,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,26-139,1998,9.3,54,5.79,22,14,7,2,9,0,5,0.54,3,1,0,0,1,0,Matches
2114,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-162,2003,2.9,11,3.75,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
2115,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28-244,1996,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2116,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21-291,2003,2.0,4,2.02,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2117,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,33-048,1991,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2118,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19-348,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2119,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-240,2000,8.9,12,1.34,8,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2120,Nicolas Seiwald,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23-271,2001,11.3,27,2.40,20,7,0,0,0,0,2,0.18,2,0,0,0,0,0,Matches
2121,Hiroki Sekine,jp JPN,FW,Reims,fr Ligue 1,22-172,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2122,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32-339,1992,23.0,4,0.17,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2123,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,31-075,1993,17.9,36,2.01,27,1,4,0,2,2,5,0.28,5,0,0,0,0,0,Matches
2124,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,25-023,2000,21.4,78,3.64,53,1,10,9,4,1,8,0.37,5,0,1,0,2,0,Matches
2125,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,24-002,2001,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2126,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27-265,1997,10.2,16,1.57,16,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
2127,Stefano Sensi,it ITA,MF,Monza,it Serie A,29-178,1995,1.4,4,2.90,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2128,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-294,1997,9.9,22,2.22,14,0,3,2,3,0,1,0.10,1,0,0,0,0,0,Matches
2129,Sergi,es ESP,DF,Leganés,es La Liga,32-285,1992,20.5,8,0.39,8,0,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
2130,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21-331,2003,1.2,2,1.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2131,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-244,2003,14.2,24,1.69,14,0,7,3,0,0,4,0.28,1,0,1,2,0,0,Matches
2132,Ryan Sessegnon,eng ENG,MF,Fulham,eng Premier League,24-257,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2133,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32-095,1992,8.7,33,3.79,26,0,1,3,3,0,7,0.80,6,0,0,0,1,0,Matches
2134,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-202,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2135,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-046,1997,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2136,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29-215,1995,2.1,9,4.33,7,0,0,2,0,0,3,1.44,3,0,0,0,0,0,Matches
2137,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-185,1992,12.1,21,1.74,21,0,0,0,0,0,4,0.33,4,0,0,0,0,0,Matches
2138,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21-348,2003,7.4,15,2.04,9,0,2,3,1,0,3,0.41,2,0,0,1,0,0,Matches
2139,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-114,1995,13.7,39,2.84,25,13,0,0,0,1,3,0.22,3,0,0,0,0,0,Matches
2140,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24-327,2000,2.8,4,1.42,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2141,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-205,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2142,Kiliann Sildillia,fr FRA,"DF,FW",Freiburg,de Bundesliga,22-259,2002,0.9,2,2.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2143,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-085,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,Matches
2144,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-173,1994,20.3,67,3.30,61,1,4,0,1,0,7,0.35,7,0,0,0,0,0,Matches
2145,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-183,1997,8.2,30,3.64,20,7,2,0,1,0,2,0.24,1,1,0,0,0,0,Matches
2146,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-195,2002,13.4,25,1.87,17,0,2,2,3,1,3,0.22,2,0,0,1,0,0,Matches
2147,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,25-182,1999,7.7,27,3.52,20,0,1,3,3,0,3,0.39,2,0,0,0,1,0,Matches
2148,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18-272,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2149,Rui Silva,pt POR,GK,Betis,es La Liga,30-358,1994,15.0,5,0.33,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2150,Abdallah Sima,sn SEN,FW,Brest,fr Ligue 1,23-227,2001,6.3,11,1.75,7,0,0,3,1,0,2,0.32,2,0,0,0,0,0,Matches
2151,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-272,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2152,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-209,1995,3.3,10,3.02,7,0,1,1,1,0,2,0.60,1,0,0,1,0,0,Matches
2153,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,22-043,2002,8.8,21,2.38,19,0,2,0,0,0,2,0.23,2,0,0,0,0,0,Matches
2154,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29-202,1995,15.9,63,3.97,30,13,13,4,2,1,9,0.57,5,1,2,1,0,0,Matches
2155,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-233,1997,4.0,2,0.50,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2156,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-284,2003,10.3,39,3.80,30,5,1,1,2,0,5,0.49,3,0,1,1,0,0,Matches
2157,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-087,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2158,Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27-300,1997,4.4,18,4.11,14,1,0,1,1,1,2,0.46,2,0,0,0,0,0,Matches
2159,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-053,1999,15.1,59,3.92,44,0,5,6,4,0,9,0.60,4,0,1,1,3,0,Matches
2160,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-036,2000,13.2,10,0.76,8,0,0,1,0,1,2,0.15,1,0,0,0,0,1,Matches
2161,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-227,1999,2.3,13,5.57,10,0,1,2,0,0,1,0.43,1,0,0,0,0,0,Matches
2162,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-210,1995,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2163,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-145,1995,5.0,7,1.40,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
2164,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-064,1995,8.9,20,2.24,9,0,1,4,4,2,1,0.11,1,0,0,0,0,0,Matches
2165,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-095,1997,16.9,35,2.08,26,0,2,0,4,3,3,0.18,2,0,0,0,1,0,Matches
2166,Niama Sissoko,ml MLI,FW,Reims,fr Ligue 1,19-045,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2167,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-172,1996,17.6,7,0.40,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2168,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-145,1996,6.9,16,2.33,12,0,1,2,1,0,1,0.15,1,0,0,0,0,0,Matches
2169,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-265,1995,14.0,34,2.43,28,0,0,2,0,4,5,0.36,3,0,0,1,0,1,Matches
2170,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-136,2000,8.5,10,1.18,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2171,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-063,1999,13.6,8,0.59,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2172,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-270,1991,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2173,Andreas Skov Olsen,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,25-032,1999,0.5,4,8.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2174,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,28-255,1996,7.3,27,3.72,11,13,1,1,1,0,5,0.69,4,0,1,0,0,0,Matches
2175,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29-354,1995,4.2,6,1.41,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2176,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32-073,1992,6.3,20,3.16,14,1,2,3,0,0,1,0.16,1,0,0,0,0,0,Matches
2177,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-268,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2178,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24-344,2000,3.2,9,2.83,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2179,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-276,1991,11.5,12,1.04,8,1,1,0,1,1,1,0.09,0,0,0,0,1,0,Matches
2180,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-022,1997,16.4,36,2.19,16,19,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
2181,Justin Smith,ca CAN,MF,Espanyol,es La Liga,21-361,2003,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
2182,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-186,2000,15.1,52,3.43,40,0,2,6,1,3,11,0.73,9,0,1,0,0,1,Matches
2183,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-285,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2184,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-294,2001,19.8,46,2.33,37,2,3,1,1,2,0,0.00,0,0,0,0,0,0,Matches
2185,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-235,1999,11.3,26,2.31,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0,Matches
2186,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-138,1997,17.8,33,1.86,22,0,0,8,2,1,7,0.39,5,0,0,1,1,0,Matches
